"gene","Balbc.sig","Balbc.dir","Nude.sig","Nude.dir","SigCode","DirAgree","protein.name","submitted.name","pathway","protein.function","keywords"
"UniRef90_Q6A9F0","not","pos","sig","pos","Nude sig",TRUE,"DUF2236 domain-containing protein",NA,NA,NA,""
"UniRef90_Q6A9H6","not","pos","sig","neg","Nude sig",FALSE,"Gamma-glutamyl phosphate reductase",NA,"Amino-acid biosynthesis; L-proline biosynthesis; L-glutamate 5-semialdehyde from L-glutamate: step 2/2","Catalyzes the NADPH-dependent reduction of L-glutamate 5-phosphate into L-glutamate 5-semialdehyde and phosphate. The product spontaneously undergoes cyclization to form 1-pyrroline-5-carboxylate","Amino-acid biosynthesis;Cytoplasm;NADP;Oxidoreductase;Proline biosynthesis"
"UniRef90_Q6A9I3","not","pos","sig","pos","Nude sig",TRUE,"50S ribosomal protein L21",NA,NA,"This protein binds to 23S rRNA in the presence of protein L20","Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding"
"UniRef90_Q6A9L3","not","pos","sig","pos","Nude sig",TRUE,NA,"ABC transporter ATP-binding protein",NA,NA,"ATP-binding;Nucleotide-binding"
"UniRef90_Q6A9Q1","not","pos","sig","pos","Nude sig",TRUE,"UDP-N-acetylmuramate--L-alanine ligase",NA,"Cell wall biogenesis; peptidoglycan biosynthesis","Cell wall formation","ATP-binding;Cell cycle;Cell division;Cell shape;Cell wall biogenesis/degradation;Cytoplasm;Ligase;Nucleotide-binding;Peptidoglycan synthesis"
"UniRef90_Q6AA20","not","neg","sig","neg","Nude sig",TRUE,"Glucose-1-phosphate adenylyltransferase",NA,"Glycan biosynthesis; glycogen biosynthesis","Involved in the biosynthesis of ADP-glucose, a building block required for the elongation reactions to produce glycogen. Catalyzes the reaction between ATP and alpha-D-glucose 1-phosphate (G1P) to produce pyrophosphate and ADP-Glc","ATP-binding;Carbohydrate metabolism;Glycogen biosynthesis;Glycogen metabolism;Nucleotide-binding;Nucleotidyltransferase;Transferase"
"UniRef90_Q6AA51","not","pos","sig","neg","Nude sig",FALSE,NA,"L-fucose isomerase","Carbohydrate degradation",NA,"Carbohydrate metabolism;Isomerase;Metal-binding"
"UniRef90_Q6AA77","not","pos","sig","pos","Nude sig",TRUE,"Ornithine carbamoyltransferase",NA,"Amino-acid biosynthesis; L-arginine biosynthesis; L-arginine from L-ornithine and carbamoyl phosphate: step 1/3","Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline","Amino-acid biosynthesis;Arginine biosynthesis;Cytoplasm;Transferase"
"UniRef90_Q6AAC8","not","pos","sig","neg","Nude sig",FALSE,"50S ribosomal protein L25",NA,NA,"This is one of the proteins that binds to the 5S RNA in the ribosome where it forms part of the central protuberance","Ribonucleoprotein;Ribosomal protein;RNA-binding;rRNA-binding"
"UniRef90_Q6AAV7","not","pos","sig","neg","Nude sig",FALSE,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",NA,"Isoprenoid biosynthesis; isopentenyl diphosphate biosynthesis via DXP pathway; isopentenyl diphosphate from 1-deoxy-D-xylulose 5-phosphate: step 4/6","Involved in the biosynthesis of isopentenyl diphosphate (IPP) and dimethylallyl diphosphate (DMAPP), two major building blocks of isoprenoid compounds. Catalyzes the conversion of 4-diphosphocytidyl-2-C-methyl-D-erythritol 2-phosphate (CDP-ME2P) to 2-C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-CPP) with a corresponding release of cytidine 5-monophosphate (CMP)","Isoprene biosynthesis;Lyase;Metal-binding"
"UniRef90_Q6AAV8","not","pos","sig","pos","Nude sig",TRUE,"2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase",NA,"Isoprenoid biosynthesis; isopentenyl diphosphate biosynthesis via DXP pathway; isopentenyl diphosphate from 1-deoxy-D-xylulose 5-phosphate: step 2/6","Catalyzes the formation of 4-diphosphocytidyl-2-C-methyl-D-erythritol from CTP and 2-C-methyl-D-erythritol 4-phosphate (MEP)","Isoprene biosynthesis;Nucleotidyltransferase;Transferase"
"UniRef90_Q6ABS5","not","pos","sig","pos","Nude sig",TRUE,"Formate--tetrahydrofolate ligase",NA,"One-carbon metabolism; tetrahydrofolate interconversion",NA,"ATP-binding;Ligase;Nucleotide-binding;One-carbon metabolism"
"UniRef90_T1R4S0","sig","pos","not","pos","Balbc sig",TRUE,"Minor tail protein",NA,NA,NA,""
"UniRef90_U7IXK8","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_U7J5G0","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_U7J6K5","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_U7J702","not","pos","sig","pos","Nude sig",TRUE,NA,NA,NA,NA,""
"UniRef90_U7J768","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_U7J932","not","pos","sig","pos","Nude sig",TRUE,NA,NA,NA,NA,""
"UniRef90_U7J966","not","pos","sig","pos","Nude sig",TRUE,NA,NA,NA,NA,""
"UniRef90_U7M205","sig","pos","not","pos","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_U7M3H3","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_U7M5Y0","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_U7M6S9","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_U7M8J8","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_U7M9C5","sig","pos","not","neg","Balbc sig",FALSE,NA,NA,NA,NA,""
"UniRef90_U7M9I3","NA","neg","sig","pos","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_U7M9U0","not","pos","sig","neg","Nude sig",FALSE,NA,NA,NA,NA,""
"UniRef90_U7MC95","not","pos","sig","pos","Nude sig",TRUE,NA,NA,NA,NA,""
"UniRef90_UPI0001EF3701","not","pos","sig","pos","Nude sig",TRUE,NA,NA,NA,NA,""
"UniRef90_UPI0001EF4285","not","pos","sig","pos","Nude sig",TRUE,NA,NA,NA,NA,""
"UniRef90_UPI0001F0C1E5","not","pos","sig","pos","Nude sig",TRUE,NA,NA,NA,NA,""
"UniRef90_UPI000203F6D7","not","pos","sig","pos","Nude sig",TRUE,NA,NA,NA,NA,""
"UniRef90_UPI000204B18F","not","pos","sig","pos","Nude sig",TRUE,NA,NA,NA,NA,""
"UniRef90_UPI0004D3CA00","sig","pos","not","pos","Balbc sig",TRUE,NA,NA,NA,NA,""
"UniRef90_UPI000BF1BBDB","not","pos","sig","pos","Nude sig",TRUE,NA,NA,NA,NA,""
"UniRef90_W4TEN6","not","pos","sig","pos","Nude sig",TRUE,NA,"Succinate dehydrogenase iron-sulfur protein",NA,NA,"Iron;Iron-sulfur;Metal-binding;Reference proteome"
"UniRef90_W4TEZ8","not","pos","sig","pos","Nude sig",TRUE,NA,"Sigma-70, region 4",NA,NA,"DNA-binding;Reference proteome;Transcription;Transcription regulation"
"UniRef90_W4TF32","not","pos","sig","neg","Nude sig",FALSE,"Beta-ketoacyl-[acyl-carrier-protein] synthase III",NA,"Lipid metabolism; fatty acid biosynthesis","Catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. Catalyzes the first condensation reaction which initiates fatty acid synthesis and may therefore play a role in governing the total rate of fatty acid production. Possesses both acetoacetyl-ACP synthase and acetyl transacylase activities. Its substrate specificity determines the biosynthesis of branched-chain and/or straight-chain of fatty acids","Acyltransferase;Cytoplasm;Fatty acid biosynthesis;Fatty acid metabolism;Lipid biosynthesis;Lipid metabolism;Multifunctional enzyme;Reference proteome;Transferase"
"UniRef90_W4TFD2","not","pos","sig","neg","Nude sig",FALSE,NA,"Glycogen debranching enzyme",NA,NA,"Hydrolase;Reference proteome"
"UniRef90_W4TFG4","not","pos","sig","pos","Nude sig",TRUE,NA,"Glutamate synthase",NA,NA,"Reference proteome"
"UniRef90_W4TFH2","not","pos","sig","pos","Nude sig",TRUE,NA,"CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase",NA,NA,"Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix"
"UniRef90_W4TFZ3","not","pos","sig","pos","Nude sig",TRUE,"HTTM domain-containing protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TG51","not","pos","sig","pos","Nude sig",TRUE,NA,"Oxidoreductase",NA,NA,"Reference proteome"
"UniRef90_W4TGU1","not","pos","sig","neg","Nude sig",FALSE,"HTH_11 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TH49","not","pos","sig","pos","Nude sig",TRUE,NA,"Substrate-specific component YkoE of thiamin-regulated ECF transporter",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TI82","not","pos","sig","neg","Nude sig",FALSE,NA,"L-lactate dehydrogenase",NA,NA,"Oxidoreductase;Reference proteome"
"UniRef90_W4TIN0","not","pos","sig","pos","Nude sig",TRUE,"HalOD1 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TIN3","not","pos","sig","pos","Nude sig",TRUE,"DUF1403 family protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TJP5","not","pos","sig","pos","Nude sig",TRUE,NA,"Serine/threonine-protein kinase PknL",NA,NA,"Kinase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix"
"UniRef90_W4TJR0","not","pos","sig","pos","Nude sig",TRUE,"Inner membrane protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TK00","not","neg","sig","pos","Nude sig",FALSE,"DUF4921 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TKH4","not","pos","sig","pos","Nude sig",TRUE,NA,"Molybdenum ABC transporter",NA,NA,"Reference proteome"
"UniRef90_W4TKL5","not","pos","sig","pos","Nude sig",TRUE,NA,"Sigma-70 region 2",NA,NA,"DNA-binding;Reference proteome;Transcription;Transcription regulation"
"UniRef90_W4TKY5","not","pos","sig","pos","Nude sig",TRUE,NA,"Cation diffusion facilitator family transporter",NA,NA,"Reference proteome"
"UniRef90_W4TL74","not","pos","sig","pos","Nude sig",TRUE,"Plasmid stabilization protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TLP7","not","pos","sig","pos","Nude sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4TLR4","NA","neg","sig","neg","Nude sig",TRUE,NA,"Permease",NA,NA,"Reference proteome"
"UniRef90_W4TPQ2","not","pos","sig","pos","Nude sig",TRUE,"PG_binding_1 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TPW3","not","pos","sig","pos","Nude sig",TRUE,"DUF881 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TQG6","not","pos","sig","pos","Nude sig",TRUE,"Prephenate dehydrogenase",NA,"Amino-acid biosynthesis; L-tyrosine biosynthesis; (4-hydroxyphenyl)pyruvate from prephenate (NAD(+) route): step 1/1",NA,"Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Coiled coil;NAD;Oxidoreductase;Reference proteome;Tyrosine biosynthesis"
"UniRef90_W4TQS4","not","pos","sig","pos","Nude sig",TRUE,"Proline iminopeptidase",NA,NA,NA,"Aminopeptidase;Cytoplasm;Hydrolase;Protease;Reference proteome"
"UniRef90_W4TQU8","sig","pos","not","neg","Balbc sig",FALSE,"DUF308 domain-containing protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TQV3","not","pos","sig","pos","Nude sig",TRUE,NA,"YbbM seven transmembrane helix protein",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TQZ1","not","pos","sig","pos","Nude sig",TRUE,NA,"Protein-export membrane protein SecF",NA,NA,"Cell membrane;Membrane;Protein transport;Reference proteome;Translocation;Transmembrane;Transmembrane helix;Transport"
"UniRef90_W4TR86","not","pos","sig","pos","Nude sig",TRUE,NA,"Ribonucleotide reductase",NA,NA,"Reference proteome"
"UniRef90_W4TRF5","not","pos","sig","neg","Nude sig",FALSE,"3-phosphoshikimate 1-carboxyvinyltransferase",NA,"Metabolic intermediate biosynthesis; chorismate biosynthesis; chorismate from D-erythrose 4-phosphate and phosphoenolpyruvate: step 6/7","Catalyzes the transfer of the enolpyruvyl moiety of phosphoenolpyruvate (PEP) to the 5-hydroxyl of shikimate-3-phosphate (S3P) to produce enolpyruvyl shikimate-3-phosphate and inorganic phosphate","Amino-acid biosynthesis;Aromatic amino acid biosynthesis;Cytoplasm;Reference proteome;Transferase"
"UniRef90_W4TRP9","not","pos","sig","pos","Nude sig",TRUE,NA,"Formamidopyrimidine-DNA glycosylase",NA,NA,"Reference proteome"
"UniRef90_W4TRW5","not","pos","sig","pos","Nude sig",TRUE,NA,"Inner membrane protein",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TS32","not","pos","sig","pos","Nude sig",TRUE,NA,"Hypothetical membrane protein",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TSI1","not","pos","sig","neg","Nude sig",FALSE,NA,"Proteasome",NA,NA,"Proteasome;Reference proteome"
"UniRef90_W4TSJ2","not","pos","sig","pos","Nude sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4TSL6","NA","neg","sig","pos","Nude sig",FALSE,"DUF5753 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TSV8","sig","pos","sig","pos","Agree",TRUE,NA,"Cysteine desulfurase",NA,NA,"Reference proteome"
"UniRef90_W4TT40","not","pos","sig","neg","Nude sig",FALSE,"DNA topoisomerase",NA,NA,NA,"DNA-binding;Isomerase;Reference proteome;Topoisomerase"
"UniRef90_W4TTD2","not","pos","sig","pos","Nude sig",TRUE,"Metal-sensitive transcriptional regulator",NA,NA,NA,"Copper;Reference proteome;Repressor"
"UniRef90_W4TTJ9","not","neg","sig","neg","Nude sig",TRUE,NA,"Xaa-Pro aminopeptidase",NA,NA,"Aminopeptidase;Hydrolase;Manganese;Metal-binding;Protease;Reference proteome"
"UniRef90_W4TTP7","not","pos","sig","pos","Nude sig",TRUE,NA,"NAD-dependent protein deacetylase",NA,NA,"NAD;Reference proteome;Transferase"
"UniRef90_W4TTS2","not","pos","sig","neg","Nude sig",FALSE,NA,"Signal transduction histidine kinase",NA,NA,"Kinase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix"
"UniRef90_W4TU37","not","pos","sig","pos","Nude sig",TRUE,NA,"Rhomboid family serine protease",NA,NA,"Hydrolase;Membrane;Protease;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TU52","not","pos","sig","neg","Nude sig",FALSE,"PLAT domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TU74","not","pos","sig","pos","Nude sig",TRUE,NA,"Cupin domain protein",NA,NA,"Reference proteome"
"UniRef90_W4TUB9","not","pos","sig","pos","Nude sig",TRUE,NA,"DNA repair protein RadA",NA,NA,"Reference proteome"
"UniRef90_W4TUH9","not","pos","sig","pos","Nude sig",TRUE,"YflT domain-containing protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TUL2","not","pos","sig","neg","Nude sig",FALSE,NA,"ABC transporter",NA,NA,"ATP-binding;Nucleotide-binding;Reference proteome"
"UniRef90_W4TV41","sig","pos","not","pos","Balbc sig",TRUE,NA,"ABC transporter ATP-binding protein",NA,NA,"ATP-binding;Nucleotide-binding;Reference proteome"
"UniRef90_W4TV59","sig","pos","not","pos","Balbc sig",TRUE,"Transcriptional regulator",NA,NA,NA,"Reference proteome"
"UniRef90_W4TVA5","not","pos","sig","pos","Nude sig",TRUE,NA,"Phospho-N-acetylmuramoyl-pentapeptide-transferase",NA,NA,"Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix"
"UniRef90_W4TVI0","not","pos","sig","pos","Nude sig",TRUE,NA,"L-lactate dehydrogenase",NA,NA,"Reference proteome"
"UniRef90_W4TVM5","not","pos","sig","neg","Nude sig",FALSE,NA,"Electron transfer flavoprotein-quinone oxidoreductase FixC",NA,NA,"Reference proteome"
"UniRef90_W4TVS1","not","pos","sig","neg","Nude sig",FALSE,"DUF308 domain-containing protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TVZ2","not","pos","sig","neg","Nude sig",FALSE,NA,"Cold shock protein CspC",NA,NA,"Reference proteome"
"UniRef90_W4TW75","not","pos","sig","pos","Nude sig",TRUE,NA,"Serine/threonine-protein kinase PknL",NA,NA,"Kinase;Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix"
"UniRef90_W4TWB3","not","pos","sig","pos","Nude sig",TRUE,NA,"UDP-N-acetylmuramoylalanine-D-glutamate ligase",NA,NA,"Ligase;Reference proteome"
"UniRef90_W4TWL2","not","pos","sig","pos","Nude sig",TRUE,"WW domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TWL4","not","pos","sig","neg","Nude sig",FALSE,NA,"Glucuronide transporter UidB",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TWX3","sig","pos","not","neg","Balbc sig",FALSE,NA,"D-serine/D-alanine/glycine transporter",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport"
"UniRef90_W4TX40","not","pos","sig","pos","Nude sig",TRUE,NA,"Respiratory nitrate reductase alpha chain",NA,NA,"Reference proteome"
"UniRef90_W4TXK0","not","pos","sig","pos","Nude sig",TRUE,NA,"DNA-binding protein",NA,NA,"DNA-binding;Reference proteome"
"UniRef90_W4TXR0","not","pos","sig","pos","Nude sig",TRUE,NA,"Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase",NA,NA,"Glycosyltransferase;Reference proteome;Transferase"
"UniRef90_W4TY26","not","neg","sig","pos","Nude sig",FALSE,"Secreted protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TY54","not","pos","sig","pos","Nude sig",TRUE,NA,"Methionine ABC transporter permease protein",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport"
"UniRef90_W4TY63","not","pos","sig","pos","Nude sig",TRUE,NA,"Inosine-5'-monophosphate dehydrogenase",NA,NA,"Reference proteome"
"UniRef90_W4TY77","not","pos","sig","pos","Nude sig",TRUE,"Nudix hydrolase domain-containing protein",NA,NA,NA,"Hydrolase;Reference proteome"
"UniRef90_W4TYA9","not","pos","sig","pos","Nude sig",TRUE,NA,"Nucleoside ABC transporter",NA,NA,"Reference proteome;Signal"
"UniRef90_W4TYD8","not","pos","sig","pos","Nude sig",TRUE,"Abhydrolase_9 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TYG1","not","pos","sig","pos","Nude sig",TRUE,NA,"Septum formation protein Maf",NA,NA,"Reference proteome"
"UniRef90_W4TYT1","not","pos","sig","neg","Nude sig",FALSE,NA,"23S rRNA (Guanine-N-2-)-methyltransferase RmG",NA,NA,"Methyltransferase;Reference proteome;Transferase"
"UniRef90_W4TZ40","not","pos","sig","pos","Nude sig",TRUE,NA,"Hydrolase",NA,NA,"Cell membrane;Hydrolase;Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TZK8","NA","neg","sig","pos","Nude sig",FALSE,NA,"Phosphomannomutase",NA,NA,"Reference proteome"
"UniRef90_W4U072","not","pos","sig","pos","Nude sig",TRUE,"IolC protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U093","not","pos","sig","pos","Nude sig",TRUE,NA,"Alkyl hydroperoxide reductase protein F",NA,NA,"Flavoprotein;Oxidoreductase;Reference proteome"
"UniRef90_W4U0D9","not","pos","sig","neg","Nude sig",FALSE,NA,"GTP pyrophosphokinase","Purine metabolism; ppGpp biosynthesis; ppGpp from GTP: step 1/2",NA,"Kinase;Reference proteome;Transferase"
"UniRef90_W4U0J2","not","pos","sig","pos","Nude sig",TRUE,"Methionyl-tRNA formyltransferase",NA,NA,"Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus","Protein biosynthesis;Reference proteome;Transferase"
"UniRef90_W4U0M2","sig","pos","not","pos","Balbc sig",TRUE,NA,"Chaperone protein DnaJ",NA,NA,"Reference proteome"
"UniRef90_W4U0M8","not","pos","sig","pos","Nude sig",TRUE,NA,"Membrane spanning protein",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U0Y9","not","pos","sig","pos","Nude sig",TRUE,"FeoA domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U159","not","pos","sig","pos","Nude sig",TRUE,NA,"GTP-binding protein EngA",NA,NA,"Reference proteome"
"UniRef90_W4U1D7","not","pos","sig","neg","Nude sig",FALSE,"glutamate dehydrogenase",NA,NA,NA,"Reference proteome"
"UniRef90_W4U1F1","not","pos","sig","pos","Nude sig",TRUE,NA,"ATPase",NA,NA,"Reference proteome"
"UniRef90_W4U1N0","not","pos","sig","pos","Nude sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4U1T5","not","pos","sig","pos","Nude sig",TRUE,NA,"Trehalose biosynthesis protein",NA,NA,"Reference proteome"
"UniRef90_W4U1Z4","not","pos","sig","pos","Nude sig",TRUE,"Cytochrome o ubiquinol oxidase subunit I",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U202","not","pos","sig","pos","Nude sig",TRUE,NA,"Histidinol-phosphate aminotransferase",NA,NA,"Aminotransferase;Reference proteome;Transferase"
"UniRef90_W4U218","not","pos","sig","pos","Nude sig",TRUE,"PKD domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U228","not","pos","sig","pos","Nude sig",TRUE,NA,"ATPase",NA,NA,"Coiled coil;Reference proteome"
"UniRef90_W4U233","not","pos","sig","neg","Nude sig",FALSE,"N-acetyltransferase domain-containing protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U235","not","pos","sig","pos","Nude sig",TRUE,"Transmembrane protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U2B0","not","pos","sig","pos","Nude sig",TRUE,NA,"Extracellular solute-binding protein",NA,NA,"Reference proteome"
"UniRef90_W4U2B9","NA","pos","sig","pos","Nude sig",TRUE,NA,"Shikimate kinase I",NA,NA,"Kinase;Reference proteome;Transferase"
"UniRef90_W4U2D0","sig","pos","NA","neg","Balbc sig",FALSE,"Secreted protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U2E4","not","pos","sig","neg","Nude sig",FALSE,NA,"Protein-L-isoaspartate methyltransferase",NA,NA,"Cobalt;Methyltransferase;Reference proteome;Transferase"
"UniRef90_W4U2K2","not","pos","sig","neg","Nude sig",FALSE,NA,"4-nitrophenylphosphatase",NA,NA,"Reference proteome"
"UniRef90_W4U2L9","sig","pos","not","pos","Balbc sig",TRUE,"ATP synthase subunit delta",NA,NA,"F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation","ATP synthesis;Cell membrane;CF(1);Hydrogen ion transport;Ion transport;Membrane;Reference proteome;Transport"
"UniRef90_W4U2V8","sig","pos","not","pos","Balbc sig",TRUE,NA,"Heme ABC transporter",NA,NA,"Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U2W3","not","pos","sig","neg","Nude sig",FALSE,"Phosphatidate cytidylyltransferase",NA,"Phospholipid metabolism; CDP-diacylglycerol biosynthesis; CDP-diacylglycerol from sn-glycerol 3-phosphate: step 3/3",NA,"Membrane;Nucleotidyltransferase;Reference proteome;Transferase;Transmembrane;Transmembrane helix"
"UniRef90_W4U313","not","pos","sig","pos","Nude sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4U323","not","pos","sig","pos","Nude sig",TRUE,NA,"ATP-dependent DNA helicase",NA,NA,"ATP-binding;Helicase;Hydrolase;Nucleotide-binding;Reference proteome"
"UniRef90_W4U325","not","pos","sig","neg","Nude sig",FALSE,NA,"Sorbitol operon transcription regulator",NA,NA,"Reference proteome;Transcription;Transcription regulation"
"UniRef90_W4U350","not","pos","sig","neg","Nude sig",FALSE,"Pseudouridine synthase",NA,NA,NA,"Isomerase;Reference proteome"
"UniRef90_W4U373","not","pos","sig","pos","Nude sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4U382","not","neg","sig","pos","Nude sig",FALSE,NA,"Excinuclease ABC subunit B",NA,NA,"Reference proteome"
"UniRef90_W4U3B8","not","neg","sig","pos","Nude sig",FALSE,NA,"Mg(2+) chelatase family protein",NA,NA,"Reference proteome"
"UniRef90_W4U3E6","not","pos","sig","neg","Nude sig",FALSE,NA,"RNA methyltransferase",NA,NA,"Methyltransferase;Reference proteome;Transferase"
"UniRef90_W4U3F2","not","pos","sig","pos","Nude sig",TRUE,NA,"Tetratricopeptide repeat protein",NA,NA,"Reference proteome"
"UniRef90_W4U3R3","not","neg","sig","pos","Nude sig",FALSE,NA,"N-succinyl-L,L-diaminopimelate aminotransferase",NA,NA,"Aminotransferase;Reference proteome;Transferase"
"UniRef90_W4U3T0","not","pos","sig","neg","Nude sig",FALSE,"DivIVA domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U3T4","not","pos","sig","pos","Nude sig",TRUE,"Secreted protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U3U9","not","pos","sig","pos","Nude sig",TRUE,"Beta-lactamase domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U3V3","not","pos","sig","pos","Nude sig",TRUE,NA,"Cytochrome oxidase assembly protein",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U3X0","not","neg","sig","pos","Nude sig",FALSE,NA,"Phosphocarrier",NA,NA,"Reference proteome"
"UniRef90_W4U424","not","pos","sig","neg","Nude sig",FALSE,NA,"Class II aldolase/adducin family protein",NA,NA,"Reference proteome"
"UniRef90_W4U4A4","not","pos","sig","neg","Nude sig",FALSE,NA,"ABC transporter",NA,NA,"Reference proteome"
"UniRef90_W4U4B1","not","pos","sig","pos","Nude sig",TRUE,NA,"Nicotinate-nucleotide adenylyltransferase",NA,NA,"Nucleotidyltransferase;Reference proteome;Transferase"
"UniRef90_W4U4I0","not","pos","sig","pos","Nude sig",TRUE,NA,"UDP-N-acetylmuramate-alanine ligase",NA,NA,"Ligase;Reference proteome"
"UniRef90_W4U4L5","sig","pos","not","pos","Balbc sig",TRUE,NA,"Glycine dehydrogenase",NA,NA,"Reference proteome"
"UniRef90_W4U4Q2","not","pos","sig","pos","Nude sig",TRUE,NA,"Endo-beta-N-acetylglucosaminidase H",NA,NA,"Reference proteome"
"UniRef90_W4U4X4","not","pos","sig","neg","Nude sig",FALSE,NA,"ABC transporter",NA,NA,"Reference proteome"
