"concentration","sample","SequencingCenter","tissue_or_organ_of_origin","TCGA.code","platform","tissue_source_site","ffpe.status","file_id.expression","artbatch"
0.15,"60b472d5-7df1-4855-a350-89f04d029475","UNC","Thyroid gland","LUSC","Illumina","International Genomics Consortium",FALSE,"d5f60f3b-44db-408f-a23b-22417513d1ff","International Genomics ConsortiumFALSE"
0.14,"37abd91a-188e-473e-95c3-c801d28b57d8","UNC","Skin, NOS","LUSC","Illumina","Roswell Park",FALSE,"fd27da16-bd4a-4196-a717-b47edd6c5737","Roswell ParkFALSE"
0.15,"e9805e02-92b4-42b9-b2d3-2e7307441ab8","UNC","Thyroid gland","LUSC","Illumina","Indivumed",FALSE,"24e89c39-8afd-4819-a797-d4a270567e33","IndivumedFALSE"
0.15,"d03e6e73-5f95-4505-a203-cc2aafed53bb","UNC","Thyroid gland","LUSC","Illumina","Mayo Clinic - Rochester",FALSE,"6eea3ee3-f4c4-4777-8ff7-bfe0dcc73224","Mayo Clinic - RochesterFALSE"
0.16,"498c2496-653a-479e-a5eb-df8c91f5abde","UNC","Thyroid gland","LUSC","Illumina","University of Pittsburgh",FALSE,"dd35bb2f-57cf-4bd3-a6d8-65a0fcf45e40","University of PittsburghFALSE"
0.15,"a8644af5-dd87-4998-8ee1-ab0ed7bc5af9","UNC","Skin, NOS","LUSC","Illumina","International Genomics Consortium",FALSE,"5d0f90b0-4714-4103-aca7-dc9fbbe93758","International Genomics ConsortiumFALSE"
0.14,"5159f04e-ed56-45c8-ace1-6451e5f58b6a","UNC","Skin, NOS","LUSC","Illumina","Princess Margaret Hospital (Canada)",FALSE,"8fe01c0f-d50a-40d9-90c9-31fbbcaf7804","Princess Margaret Hospital (Canada)FALSE"
0.15,"a4581f16-a669-4753-a5b5-feeb87430504","UNC","Upper lobe, lung","LUSC","Illumina","Christiana Healthcare",FALSE,"f55b2197-e156-4e0b-b3ad-d446fd94a053","Christiana HealthcareFALSE"
0.17,"163f1238-3988-4030-a1b5-ba71516eec93","UNC","Upper lobe, lung","LUSC","Illumina","Thoraxklinik at University Hospital Heidelberg",FALSE,"233943d3-7e2b-45bc-9bfd-fb94972b585a","Thoraxklinik at University Hospital HeidelbergFALSE"
0.15,"1afdafa1-3778-4edb-8688-1327e621d546","UNC","Thyroid gland","LUSC","Illumina","Princess Margaret Hospital (Canada)",FALSE,"fe1c3938-925d-4b94-b2d6-ec675eafe8f2","Princess Margaret Hospital (Canada)FALSE"
0.16,"fbcb95fa-0f51-4b10-89d7-1b946705258a","UNC","Skin, NOS","LUSC","Illumina","Washington University - Alabama",FALSE,"fd1ac8ff-0a58-4614-9fc7-0407beb40e1e","Washington University - AlabamaFALSE"
0.15,"c7f1fa1b-9c7b-48fa-9e61-eb9532c97086","UNC","Thyroid gland","LUSC","Illumina","International Genomics Consortium",FALSE,"dc096e05-6bc6-46d1-ae8f-06402a29bef6","International Genomics ConsortiumFALSE"
0.15,"3c9d6404-0fbf-43e8-8fc4-b988d457df08","UNC","Skin, NOS","LUSC","Illumina","Indivumed",FALSE,"60e2ca83-58c8-4827-9cbb-63f446b0e29e","IndivumedFALSE"
0.15,"a926e997-b307-437d-a693-a16cea0270e6","UNC","Thyroid gland","LUSC","Illumina","Ontario Institute for Cancer Research (OICR)/Ottawa",FALSE,"35cba4b4-2181-43ff-8bb4-37345f259305","Ontario Institute for Cancer Research (OICR)/OttawaFALSE"
0.15,"0df5f4cb-3d26-43f1-b8f4-c84bfa7ce779","UNC","Skin, NOS","LUSC","Illumina","University of Miami",FALSE,"babfc460-84ce-4baa-9e03-b31e508dafaf","University of MiamiFALSE"
0.15,"e64c7950-36a9-43eb-999a-53d3e8e06f32","UNC","Thyroid gland","LUSC","Illumina","Mayo Clinic - Rochester",FALSE,"a13550e4-5d4f-424a-a887-b729de6b681c","Mayo Clinic - RochesterFALSE"
0.15,"d8a06aad-0658-4ecc-abcc-c5c598a3757e","UNC","Thyroid gland","LUSC","Illumina","MSKCC",FALSE,"7323eb33-2306-4f09-8705-802736b64460","MSKCCFALSE"
0.14,"815af8d3-05d2-47cc-a815-b22ca9baef16","UNC","Lower lobe, lung","LUSC","Illumina","Indivumed",FALSE,"de0b0e6b-4ccd-47c6-af57-739344ea04a2","IndivumedFALSE"
0.14,"4af8ee29-ab70-4af1-bb83-cf522a2f0d4d","UNC","Thyroid gland","LUSC","Illumina","Christiana Healthcare",FALSE,"519ae60d-ff36-488c-9fe8-6387ba54bd66","Christiana HealthcareFALSE"
0.15,"957f28ac-cf8c-4fb6-893e-ff5b6d7e58fb","UNC","Thyroid gland","LUSC","Illumina","Mayo Clinic - Rochester",FALSE,"ffb6b62d-ab62-430b-8808-c2fc7369fb06","Mayo Clinic - RochesterFALSE"
0.15,"72b48f8b-2201-4d87-a302-e83aa2363ea9","UNC","Skin, NOS","LUSC","Illumina","ABS - IUPUI",FALSE,"740b6036-50ba-40a6-9137-1cfb06145766","ABS - IUPUIFALSE"
0.13,"172da674-63b4-43b2-97a2-36db1673dc43","UNC","Thyroid gland","LUSC","Illumina","International Genomics Consortium",FALSE,"574abc9e-aeb3-4e64-bc64-d21d619401fe","International Genomics ConsortiumFALSE"
0.15,"bbc2ceb3-1687-4f77-992e-82bfb69e788b","UNC","Thyroid gland","LUSC","Illumina","MSKCC",FALSE,"df3625dd-acb1-42f9-b4fc-54cc9447badd","MSKCCFALSE"
0.17,"44252d9d-d560-46f2-bae7-d7d113970d19","UNC","Upper lobe, lung","LUSC","Illumina","Asterand",FALSE,"1f3b729f-b529-406d-b3f9-d1d5fd8d6e7e","AsterandFALSE"
0.14,"01848917-318d-442b-bf9c-20de499802ff","UNC","Thyroid gland","LUSC","Illumina","Christiana Healthcare",FALSE,"d260c80a-90e8-4dae-b05a-dd785d256a4c","Christiana HealthcareFALSE"
0.16,"03c87ca6-047b-4eec-9303-cb439d2d4031","UNC","Thyroid gland","LUSC","Illumina","Asterand",FALSE,"a859bcbd-6982-4612-99c7-f47861ab9b74","AsterandFALSE"
0.15,"03bb0e2c-7a1c-4195-92a2-7385b19f87f9","UNC","Thyroid gland","LUSC","Illumina","Christiana Healthcare",FALSE,"49a4de48-3054-492c-9315-ddaad2583173","Christiana HealthcareFALSE"
0.16,"abeb00cd-166f-4f0c-8d88-7a6b2c2e2c9e","UNC","Thyroid gland","LUSC","Illumina","Roswell Park",FALSE,"7ddb11e5-e73b-4c06-b266-ac26538f287b","Roswell ParkFALSE"
0.16,"d5672347-9cdf-43ab-95d9-69709d8b5f85","UNC","Thyroid gland","LUSC","Illumina","Asterand",FALSE,"27df57a6-7977-4f23-ad2f-ced3347f774d","AsterandFALSE"
0.13,"99e16a73-4694-435d-b29c-9c24b2d1fa45","UNC","Thyroid gland","LUSC","Illumina","International Genomics Consortium",FALSE,"04bee3c2-78f8-4345-b712-36f7b3a59753","International Genomics ConsortiumFALSE"
0.17,"4c512cdb-24bb-4f11-b75c-4fcdda49d457","UNC","Thyroid gland","LUSC","Illumina","Washington University - Alabama",FALSE,"e7aa16a1-852d-4b9a-bab5-19a517008284","Washington University - AlabamaFALSE"
0.15,"cf36aaae-fcc6-4ad2-b2ed-c55775fb71b5","UNC","Thyroid gland","LUSC","Illumina","International Genomics Consortium",FALSE,"c14dc150-c17d-4393-91e4-7a487418b876","International Genomics ConsortiumFALSE"
0.13,"42717a6d-862f-438a-86df-350b613b5f6f","UNC","Upper lobe, lung","LUSC","Illumina","Indivumed",FALSE,"cbb56e08-41dd-4c10-90ee-910e7b54ab51","IndivumedFALSE"
0.16,"dbc57597-d865-47e6-8e36-9c3387f68d9a","UNC","Thyroid gland","LUSC","Illumina","International Genomics Consortium",FALSE,"b25a8755-dc76-450a-abc6-b33f9b158e76","International Genomics ConsortiumFALSE"
0.16,"f889f58c-8691-4999-9446-4e49fc76dc59","UNC","Thyroid gland","LUSC","Illumina","Mayo Clinic - Rochester",FALSE,"3f2a0273-4b45-4e34-b654-d943ece874b5","Mayo Clinic - RochesterFALSE"
0.15,"b1117140-b255-494a-adc8-287ef34eef4b","UNC","Thyroid gland","LUSC","Illumina","Indivumed",FALSE,"31afa2b8-59df-4353-acfb-dc4fd191fb8c","IndivumedFALSE"
0.14,"20c33c78-71ec-405d-a56a-de7b66506249","UNC","Thyroid gland","LUSC","Illumina","Indivumed",FALSE,"4c29b0d8-409b-40e2-9de8-59228abba108","IndivumedFALSE"
0.13,"e7685084-1e31-48f6-8e5c-44f9b309bdd6","UNC","Thyroid gland","LUSC","Illumina","Mayo Clinic - Rochester",FALSE,"7be5af5f-ac81-4bb1-a657-9670d91f0ecf","Mayo Clinic - RochesterFALSE"
0.15,"0860d6c2-09c7-42d6-8245-1b8a02597545","UNC","Thyroid gland","LUSC","Illumina","Prince Charles Hospital",FALSE,"5a813010-2b61-4718-a280-ed0b7e6e9632","Prince Charles HospitalFALSE"
0.15,"4a9cb870-6f59-40db-ba05-550d87adb842","UNC","Skin, NOS","LUSC","Illumina","Indivumed",FALSE,"8dc79cdd-6b17-4744-a9a7-7b12e66999ff","IndivumedFALSE"
0.15,"82b85117-7a0d-49e9-87f7-457253042b8b","UNC","Skin, NOS","LUSC","Illumina","Indivumed",FALSE,"aa225357-a069-44b4-912b-1c97f864fa34","IndivumedFALSE"
0.17,"d4950116-5f6d-4d0b-8b1f-65d4c4eac9b5","UNC","Thyroid gland","LUSC","Illumina","Washington University - Alabama",FALSE,"e90112d2-6799-47fe-8e61-750aecf74645","Washington University - AlabamaFALSE"
0.14,"2944cea0-506d-41a6-a12f-f48c87b5632b","UNC","Thyroid gland","LUSC","Illumina","Christiana Healthcare",FALSE,"5ec5308f-4cc0-4d97-8516-5f8ca9271836","Christiana HealthcareFALSE"
0.15,"692a9531-54fd-40e2-a0f6-44ce4a5aeb1f","UNC","Skin, NOS","LUSC","Illumina","MSKCC",FALSE,"5e1649e8-883e-4435-ad8d-c20b3c20aacd","MSKCCFALSE"
0.15,"7b969392-25b2-43d6-ae54-60ea60471b3a","UNC","Thyroid gland","LUSC","Illumina","Asterand",FALSE,"a20d7931-ac9f-4956-8c80-eb41930a5c46","AsterandFALSE"
0.15,"223639d0-56f3-45ce-8cd9-dbd37fc4bb1d","UNC","Ascending colon","LUAD","Illumina","Indivumed",FALSE,"3c28b497-ffe6-4896-af98-2e6fab76312b","IndivumedFALSE"
0.13,"b63f3a88-ace1-497d-a17c-b348c06ad099","UNC","Descending colon","LUAD","Illumina","Asterand",FALSE,"61154309-836f-400e-b8e3-3b21a8cbda9a","AsterandFALSE"
0.17,"68a1a2bf-19c5-4eaf-a5e1-c09e10a3424b","UNC","Body of pancreas","LUAD","Illumina","Prince Charles Hospital",FALSE,"f99bc960-6cc7-45e8-8912-434caf37eef3","Prince Charles HospitalFALSE"
0.16,"9986414f-26b7-4c3b-90cd-feb59dc033a2","UNC","Thyroid gland","LUAD","Illumina","Christiana Healthcare",TRUE,"7572b8b4-182d-4530-921d-b10a3ff9becc","Christiana HealthcareTRUE"
0.18,"81df7e45-a5f4-436b-a416-c1f5bd0b7d7b","UNC","Descending colon","LUAD","Illumina","Johns Hopkins",FALSE,"b34c03c7-64ee-45d1-8a1b-dc8de290b0d8","Johns HopkinsFALSE"
0.17,"0c7f7e9c-6f19-4065-8a31-bddf9bfb0a38","UNC","Thyroid gland","LUAD","Illumina","ABS - Lahey Clinic",FALSE,"b823fba0-daa2-4b84-8665-17edaab59e71","ABS - Lahey ClinicFALSE"
0.16,"a0e2e850-e1e7-480d-9777-3e8dd4f80b9c","UNC","Head of pancreas","LUAD","Illumina","Roswell Park",FALSE,"11fa2ef9-728c-4e7d-a458-f781648c4064","Roswell ParkFALSE"
0.15,"d26509d9-c775-4dba-b82a-9e4deae5d3f1","UNC","Thyroid gland","LUAD","Illumina","Indivumed",FALSE,"a89f3d00-8976-407d-ac6f-eec54f8d4510","IndivumedFALSE"
0.13,"88dfca97-3404-46b8-b2a7-476a84cd8397","UNC","Head of pancreas","LUAD","Illumina","Washington University - Alabama",FALSE,"969012ed-1fc6-499b-b4d3-4e286aabbf13","Washington University - AlabamaFALSE"
0.16,"bc9ebbfd-c08c-4b19-9b0b-d86c1a4c64bc","UNC","Descending colon","LUAD","Illumina","Christiana Healthcare",FALSE,"aafa370d-14a8-49be-a997-3c82b707ac87","Christiana HealthcareFALSE"
0.14,"8b7d4241-c232-4e47-abe2-a02b8088add6","UNC","Head of pancreas","LUAD","Illumina","Fox Chase",FALSE,"82dec359-0b25-456f-bf4f-f01747ff53a0","Fox ChaseFALSE"
0.14,"da247788-3729-450a-a9e5-06b114afa239","UNC","Colon, NOS","LUAD","Illumina","International Genomics Consortium",FALSE,"433cc4db-ff0f-4d4a-ab20-29675ade1dd9","International Genomics ConsortiumFALSE"
0.13,"9e08eb7f-a831-437d-9146-714a0303b833","UNC","Thyroid gland","LUAD","Illumina","Washington University - NYU",FALSE,"fe465de4-07b8-4f68-88e6-42601ae582db","Washington University - NYUFALSE"
0.14,"95960889-f586-4e92-88e1-3f38773eba65","UNC","Tail of pancreas","LUAD","Illumina","International Genomics Consortium",FALSE,"af60ba0b-7e21-4610-a24f-d10b76983621","International Genomics ConsortiumFALSE"
0.16,"1f5fb26f-7c16-4eea-aebd-979d4e64d15b","UNC","Head of pancreas","LUAD","Illumina","Washington University - NYU",FALSE,"87a78e21-7753-4ea2-96af-fab7550f5f54","Washington University - NYUFALSE"
0.14,"eca4a02e-240a-4845-9bc1-aea57f06a0df","UNC","Head of pancreas","LUAD","Illumina","International Genomics Consortium",FALSE,"56ed3c50-77fb-419c-a6f7-9b6e3f9ba69c","International Genomics ConsortiumFALSE"
0.15,"de7fc954-007e-41be-8c06-18f196fec817","UNC","Thyroid gland","LUAD","Illumina","Christiana Healthcare",FALSE,"031e2bfe-03f2-4e9b-b586-73746c5e29cf","Christiana HealthcareFALSE"
0.18,"f24e3916-4a16-4493-a03b-ef08c3edd08e","UNC","Head of pancreas","LUAD","Illumina","Thoraxklinik at University Hospital Heidelberg",FALSE,"fee42c8f-19b9-46a6-b91e-07866dd65544","Thoraxklinik at University Hospital HeidelbergFALSE"
0.15,"eecd0e4c-6302-4db6-b17e-8b56ca499d0f","UNC","Head of pancreas","LUAD","Illumina","Indivumed",FALSE,"ea6da1fd-f514-4f5d-919f-4189e65c1986","IndivumedFALSE"
0.14,"d47d77de-a849-429e-b020-2518cbc120d7","UNC","Rectosigmoid junction","LUAD","Illumina","Prince Charles Hospital",FALSE,"fbe2c696-f0fc-4ab2-a8ae-f67b42de606f","Prince Charles HospitalFALSE"
0.16,"4afed9f9-4eca-4f62-8c29-3b267f329089","UNC","Uterus, NOS","LUAD","Illumina","International Genomics Consortium",FALSE,"d7e00e4f-e678-4a11-a083-7ea75961ed45","International Genomics ConsortiumFALSE"
0.14,"69800912-a014-4918-887a-b43d5f4f76fd","UNC","Thyroid gland","LUAD","Illumina","Christiana Healthcare",FALSE,"ca0ce61a-cc46-4076-86e5-acac50490821","Christiana HealthcareFALSE"
0.18,"10a77366-a770-4354-ad8b-aacc8349c920","UNC","Body of pancreas","LUAD","Illumina","BLN - Baylor",FALSE,"2e0fb090-8b22-47b6-a590-69aab999fcfe","BLN - BaylorFALSE"
0.15,"327832da-07d7-49b5-ae08-a02d7c634e43","UNC","Head of pancreas","LUAD","Illumina","Thoraxklinik at University Hospital Heidelberg",FALSE,"7b9e9d96-b56f-4423-a873-4022c4c05070","Thoraxklinik at University Hospital HeidelbergFALSE"
0.15,"4f4ce53d-4b77-4266-93ba-3040e2b13468","UNC","Head of pancreas","LUAD","Illumina","UNC",FALSE,"a72bba69-ce93-423b-8aab-8146d31e909d","UNCFALSE"
0.16,"7748204f-e028-4868-8163-eb19d5073e0a","UNC","Body of pancreas","LUAD","Illumina","International Genomics Consortium",FALSE,"d727b714-6715-4723-864d-bc621a23219d","International Genomics ConsortiumFALSE"
0.14,"5f6036d4-762a-4437-877b-2faa48ad08ee","UNC","Body of pancreas","LUAD","Illumina","Washington University - Emory",FALSE,"21560bb6-dd63-44f3-8c03-3818f4678470","Washington University - EmoryFALSE"
0.15,"056c3eb5-5317-4cb2-9f33-0e93b4e54be5","UNC","Skin, NOS","LUAD","Illumina","Christiana Healthcare",FALSE,"75d88105-fa3f-4b7a-8c6c-005dba41b1b4","Christiana HealthcareFALSE"
0.15,"64f7159d-7eb0-4ee4-b529-241be3dafa85","UNC","Ascending colon","LUAD","Illumina","Christiana Healthcare",TRUE,"0cb63470-8d8a-4ec7-8f38-37538d50b18e","Christiana HealthcareTRUE"
0.15,"6e2d6ab7-6dc3-48d0-bd1e-d781dde33a8d","UNC","Colon, NOS","LUAD","Illumina","Washington University - Cleveland Clinic",FALSE,"18a1a204-daf7-4537-9823-4c00d5a48346","Washington University - Cleveland ClinicFALSE"
0.15,"fb46a1d4-9aaa-43b4-a56b-296fca284bbe","UNC","Thyroid gland","LUAD","Illumina","International Genomics Consortium",FALSE,"3212e598-ce64-483f-9ba9-0d1b22c41fb9","International Genomics ConsortiumFALSE"
0.15,"0335b487-456a-4f99-aecf-3588e8c50362","UNC","Colon, NOS","LUAD","Illumina","Christiana Healthcare",FALSE,"a4de9081-57bf-410c-8db5-bd9a2060abb0","Christiana HealthcareFALSE"
0.15,"d2931db4-d5be-4905-a887-93accc0c5e3d","UNC","Head of pancreas","LUAD","Illumina","Johns Hopkins",FALSE,"2c76067c-f690-4d7c-b5fd-69b9facb0d21","Johns HopkinsFALSE"
0.14,"e0691124-b3ca-4b91-b79c-9af4bc6dfa39","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","LUAD","Illumina","Asterand",FALSE,"f6bc8cb1-ba90-457b-85a6-4172d705bd50","AsterandFALSE"
0.15,"12b84faa-16ed-4c3e-a303-86629f3be4a0","UNC","Thyroid gland","LUAD","Illumina","St Joseph's Medical Center (MD)",FALSE,"43045cff-7339-4b8a-bdb8-f956fe5c93ff","St Joseph's Medical Center (MD)FALSE"
0.13,"45bfe815-8049-4b5b-9a3d-4d6a72616d4d","UNC","Rectosigmoid junction","LUAD","Illumina","Asterand",FALSE,"ed5a1313-f3cb-4045-9234-af28212eba94","AsterandFALSE"
0.15,"b64f53cb-c8c0-4c57-86bb-c162a97264ca","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","LUAD","Illumina","International Genomics Consortium",FALSE,"ea29ada8-92b7-4c2c-a413-60581983c007","International Genomics ConsortiumFALSE"
0.17,"e18aa688-4d94-4397-90d3-c31e9535b6dc","UNC","Transverse colon","LUAD","Illumina","Thoraxklinik at University Hospital Heidelberg",FALSE,"13c7db10-8088-436b-bc0f-7ba3cd7412cf","Thoraxklinik at University Hospital HeidelbergFALSE"
0.14,"ac996acb-31f1-4058-b5e5-868be10fdb55","UNC","Ascending colon","LUAD","Illumina","Prince Charles Hospital",FALSE,"f42d3690-7246-438b-b030-85f6624da114","Prince Charles HospitalFALSE"
0.15,"e2fc3721-4c8d-4f0f-ac68-8511b8d676bf","UNC","Overlapping lesion of pancreas","LUAD","Illumina","UNC",FALSE,"d433d23f-b5ef-484a-a45b-198b747963c4","UNCFALSE"
0.15,"b2482cb8-624d-4f5c-86cc-90c81fa21736","UNC","Ascending colon","LUAD","Illumina","Asterand",FALSE,"62b7d036-0e83-4121-b83e-82d44ff0feda","AsterandFALSE"
0.16,"70a258ae-7be3-4273-9711-3de39860128b","UNC","Thyroid gland","LUAD","Illumina","ABS - IUPUI",FALSE,"893e6e2e-60ef-4e36-a8a7-cf289211a5d3","ABS - IUPUIFALSE"
0.16,"97fc45d2-c025-4111-9925-0c1635a32171","UNC","Rectosigmoid junction","LUAD","Illumina","International Genomics Consortium",FALSE,"735ec3e6-be7c-4cf4-beb3-51e8e3f8af36","International Genomics ConsortiumFALSE"
0.14,"150009b4-204d-448d-9168-f6f94d396923","UNC","Head of pancreas","LUAD","Illumina","International Genomics Consortium",FALSE,"4e2a524b-127c-4823-9cbc-778d7ac5d603","International Genomics ConsortiumFALSE"
0.15,"c04f92ec-da2c-4c90-9f49-ed0c1d20e426","UNC","Descending colon","LUAD","Illumina","Christiana Healthcare",FALSE,"fe80fd79-7a81-4173-909f-6738fce07158","Christiana HealthcareFALSE"
0.13,"6d35e9bd-0a47-45a7-897d-89ec35a94333","UNC","Colon, NOS","LUAD","Illumina","Asterand",FALSE,"4737fe00-45d7-4db3-aff4-cef91365d756","AsterandFALSE"
0.18,"c9032291-b671-4280-96d2-7a5806e66886","UNC","Head of pancreas","LUAD","Illumina","Christiana Healthcare",TRUE,"26789ba4-7d44-4f7b-9749-db37320ff1ff","Christiana HealthcareTRUE"
0.18,"2501d20f-af67-4613-bfce-bffa8a816396","UNC","Thyroid gland","LUAD","Illumina","Washington University - NYU",FALSE,"347848b6-0c53-451a-a325-83274904f74c","Washington University - NYUFALSE"
0.14,"cd1b6c7a-c156-4c24-9609-8be698dbb895","UNC","Head of pancreas","LUAD","Illumina","Christiana Healthcare",FALSE,"9a5b78bb-cfd6-4f43-853d-258a6fdef278","Christiana HealthcareFALSE"
0.14,"c179a549-3efc-4e9d-91e6-de8483a1a5ba","UNC","Retroperitoneum","LUAD","Illumina","Asterand",FALSE,"82fe0f6f-4271-4753-b512-cd97496c7572","AsterandFALSE"
0.16,"b3b40c62-01fd-4e74-9f92-4ee99411c82d","UNC","Thyroid gland","LUAD","Illumina","ABS - IUPUI",FALSE,"6f79db3e-51bf-4dd7-9dc4-c8680e9a12f6","ABS - IUPUIFALSE"
0.15,"95d8fdcd-38a3-4ce2-a11c-941657ccdd79","UNC","Retroperitoneum","LUAD","Illumina","Christiana Healthcare",FALSE,"fb34698a-954b-4f8b-ab71-93818142eb61","Christiana HealthcareFALSE"
0.14,"8efd12a5-7def-4b01-ae04-e72f605e3fb8","UNC","Thyroid gland","LUAD","Illumina","Washington University - NYU",FALSE,"4cbdd519-d6bc-442f-9e0a-b27ad61339a0","Washington University - NYUFALSE"
0.14,"20b22c10-af81-4afa-8027-645f99ead319","UNC","Thyroid gland","LUAD","Illumina","Indivumed",FALSE,"d81e44c8-95a4-45a8-b68d-6e375020ba01","IndivumedFALSE"
0.15,"df6987d0-b191-46ae-adf3-60f18cc698f0","UNC","Thyroid gland","LUAD","Illumina","Fox Chase",FALSE,"e0a5b14b-1137-4457-a38d-5538d4e178a2","Fox ChaseFALSE"
0.16,"77e9e64b-99f6-4040-9100-9894b4a95d24","UNC","Thyroid gland","LUAD","Illumina","International Genomics Consortium",FALSE,"43515213-1376-4894-8a64-cc83033b2b30","International Genomics ConsortiumFALSE"
0.15,"81e4f97e-6756-4173-9336-fc7801bd03c7","UNC","Thyroid gland","LUAD","Illumina","Washington University - NYU",FALSE,"ee39012a-949e-456a-9d58-c967e97c7d9a","Washington University - NYUFALSE"
0.15,"c8a524be-64f5-4538-9da8-5b9c427e90c9","UNC","Thyroid gland","LUAD","Illumina","Johns Hopkins",FALSE,"13f0e686-bffc-4172-aefc-ae4ff40c8339","Johns HopkinsFALSE"
0.17,"2f950f77-6674-4dd2-b389-734e0f7854f0","UNC","Ascending colon","LUAD","Illumina","Candler",FALSE,"c423ff61-3ad3-487d-ba7e-bf8ebb299418","CandlerFALSE"
0.14,"adaf300a-5aac-4b69-b8c4-5f7ad636137c","UNC","Ascending colon","LUAD","Illumina","Prince Charles Hospital",FALSE,"de2683a2-c31e-4888-a03d-1701ee84e008","Prince Charles HospitalFALSE"
0.15,"18146e57-09f6-4ea5-9d55-c2097eb26911","UNC","Cecum","LUAD","Illumina","Washington University - NYU",FALSE,"a2136793-ee53-49f4-b4b4-6802ef360125","Washington University - NYUFALSE"
0.13,"adef7f99-191e-419f-8546-760802382ed8","UNC","Thyroid gland","LUAD","Illumina","Fox Chase",FALSE,"f229c886-9553-4322-928a-4196c211b7db","Fox ChaseFALSE"
0.14,"625cbec1-4985-41aa-9951-c8b58606bb57","UNC","Head of pancreas","LUAD","Illumina","Prince Charles Hospital",FALSE,"999e9290-f814-409d-a4cd-78bd916c5359","Prince Charles HospitalFALSE"
0.14,"e5dd408f-1400-44d9-a5e2-4bcbbfa1febd","UNC","Thyroid gland","LUAD","Illumina","International Genomics Consortium",FALSE,"0af1398c-b3ab-44f8-93cd-b66f8c74d232","International Genomics ConsortiumFALSE"
0.16,"d4de8456-640a-406a-af98-35dbd1b5574d","UNC","Head of pancreas","LUAD","Illumina","Prince Charles Hospital",FALSE,"7a540290-dc5b-4767-92ff-df003a02bb92","Prince Charles HospitalFALSE"
0.14,"c6111ca4-9130-4a8d-9e8c-876d66e4d7a6","UNC","Head of pancreas","LUAD","Illumina","Ontario Institute for Cancer Research (OICR)",FALSE,"743690f5-9a26-4391-bcb7-7fd6428caddd","Ontario Institute for Cancer Research (OICR)FALSE"
0.16,"cb18499b-ac95-4a61-ab18-45e9fc61273c","UNC","Colon, NOS","LUAD","Illumina","Christiana Healthcare",TRUE,"f965cf72-ef45-4926-9194-d119ae4e7054","Christiana HealthcareTRUE"
0.13,"ae555985-33b8-46e4-a2ba-5f6e05add87e","UNC","Head of pancreas","LUAD","Illumina","Christiana Healthcare",FALSE,"4270263e-7fc5-4393-991d-21fb442152db","Christiana HealthcareFALSE"
0.14,"55bbea63-0ccd-48f8-8e8c-51fb0332d8fa","UNC","Head of pancreas","LUAD","Illumina","Johns Hopkins",FALSE,"b5569562-7bd4-4220-9a08-ca32e963754d","Johns HopkinsFALSE"
0.15,"d9851c1d-cfe3-413f-b4c7-ccb5398d1790","UNC","Colon, NOS","LUAD","Illumina","International Genomics Consortium",FALSE,"542d0587-0b8d-4947-86b1-a9fd62dba895","International Genomics ConsortiumFALSE"
0.15,"e1ba8a84-12a4-45fe-a6d7-cc16b9af48ad","UNC","Sigmoid colon","LUAD","Illumina","Gundersen Lutheran Health System",FALSE,"935ae2d6-8d26-403d-bb51-9ca88f98a7ce","Gundersen Lutheran Health SystemFALSE"
0.17,"2d11648e-231b-4549-8a1e-d91922c9dbe7","UNC","Skin, NOS","LUAD","Illumina","ABS - IUPUI",FALSE,"f4f8a40c-ba39-4318-9c7a-b50bea64d98a","ABS - IUPUIFALSE"
0.16,"d2879610-19e6-44bc-ab79-44146343f019","UNC","Thyroid gland","LUAD","Illumina","Asterand",FALSE,"d6c3df36-8c56-4b58-98f8-393ed13209fc","AsterandFALSE"
0.15,"67983f4c-c884-41e8-b106-8e481dd7ff6d","UNC","Cecum","LUAD","Illumina","Indivumed",FALSE,"224ecba4-13b9-4019-8910-7dd1ed0dc749","IndivumedFALSE"
0.15,"4500c5e4-665c-40f8-8cf2-c98b48bf91b3","UNC","Tail of pancreas","LUAD","Illumina","Indivumed",FALSE,"86f610a9-11a7-4d3e-9852-78b78aabfaf6","IndivumedFALSE"
0.16,"c4b24584-a1ee-4189-955a-09da17fc9f2f","UNC","Sigmoid colon","LUAD","Illumina","Washington University - Cleveland Clinic",FALSE,"e5624229-6a5b-40cf-8f94-eb3b3f3c4d60","Washington University - Cleveland ClinicFALSE"
0.14,"97cc40db-0aae-478a-9e6d-bc0da17cb82c","UNC","Head of pancreas","LUAD","Illumina","Prince Charles Hospital",FALSE,"4723ca7d-c134-4e06-833c-d8bd36f2a069","Prince Charles HospitalFALSE"
0.15,"fdc6d4b5-9555-4d37-b2a5-29104d571f97","UNC","Head of pancreas","LUAD","Illumina","Ontario Institute for Cancer Research (OICR)",FALSE,"3a8082f8-3674-442f-a014-af2d979651f6","Ontario Institute for Cancer Research (OICR)FALSE"
0.15,"37984b0c-581f-49c6-bc12-c3affbccd628","UNC","Sigmoid colon","LUAD","Illumina","Asterand",FALSE,"1df82894-4f6b-486d-88fd-d32fb58e881a","AsterandFALSE"
