"Taxa","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","TaxLev","mouse.line"
"s__Lactococcus virus LP1502a",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Lactococcus virus PhiS0139",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Lactococcus virus bIBBA3",5.32539974586292,-5.36286041923231,3.54048554784675,-1.51472456157712,NA,NA,"species","Balbc"
"s__Leclercia sp. 119287",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Leclercia sp. 29361",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Leclercia sp. 4-9-1-25",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Leclercia sp. J807",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Leclercia sp. W6",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Lelliottia amnigena",3.40473187391522,-4.71683564691538,3.54423767395681,-1.33084631473077,NA,NA,"species","Balbc"
"s__Lelliottia sp. WB101",13.1274441923541,21.7328525605519,3.45762864381777,6.28547909545178,NA,NA,"species","Balbc"
"s__Lentzea guizhouensis",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Leptothrix cholodnii",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Leptotrichia hofstadii",5.32539974586292,-5.36286041923231,3.54048554784675,-1.51472456157712,NA,NA,"species","Balbc"
"s__Leptotrichia hongkongensis",5.32539974586292,-5.36286041923231,3.54048554784675,-1.51472456157712,NA,NA,"species","Balbc"
"s__Leptotrichia sp. oral taxon 218",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Leptotrichia sp. oral taxon 498",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Leptotrichia sp. oral taxon 847",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Leptotrichia trevisanii",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Leucobacter luti",3.40473187391522,-4.71683564691538,3.54423767395681,-1.33084631473077,NA,NA,"species","Balbc"
"s__Leucobacter muris",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Leuconostoc carnosum",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Leuconostoc citreum",206.500765051673,-24.5640903221835,3.53399028939952,-6.95080866403775,NA,NA,"species","Balbc"
"s__Leuconostoc lactis",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Leuconostoc mesenteroides",64.1893811825606,-22.9698050749847,3.45790321902137,-6.64269750195191,NA,NA,"species","Balbc"
"s__Leuconostoc pseudomesenteroides",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Ligilactobacillus agilis",6.92295481029429,-5.73991693639672,3.53895485314399,-1.62192431793738,NA,NA,"species","Balbc"
"s__Lignipirellula cremea",5.32539974586292,-5.36286041923231,3.54048554784675,-1.51472456157712,NA,NA,"species","Balbc"
"s__Limnoglobus roseus",2.98825345869168,-4.54086024958973,3.54558370409331,-1.28070879961102,NA,NA,"species","Balbc"
"s__Limnospira indica",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Limosilactobacillus fermentum",38.0419702831851,-1.97316972065216,2.87351559159413,-0.686674443815183,NA,NA,"species","Balbc"
"s__Longicatena caecimuris",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Luteimicrobium xylanilyticum",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Luteimonas chenhongjianii",2.98825345869168,-4.54086024958973,3.54558370409331,-1.28070879961102,NA,NA,"species","Balbc"
"s__Luteimonas granuli",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Luteimonas sp. MC1750",8.4909583057827,1.31479230086485,3.35138274690449,0.392313382313392,NA,NA,"species","Balbc"
"s__Luteimonas sp. YGD11-2",5.13682598831247,6.3625156771607,3.46265194536363,1.83746902014795,NA,NA,"species","Balbc"
"s__Luteipulveratus mongoliensis",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Luteolibacter sp. 32A",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Lysobacter capsici",5.97650691738336,-5.534058601077,3.53974105342633,-1.56340775145692,NA,NA,"species","Balbc"
"s__Lysobacter enzymogenes",14.0509868079425,-0.0850777648335207,3.34454829380944,-0.0254377444604387,NA,NA,"species","Balbc"
"s__Lysobacter lycopersici",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Macrococcus canis",7.41836778649138,6.89278033774585,3.46011454728144,1.99206709591779,NA,NA,"species","Balbc"
"s__Magnetospirillum gryphiswaldense",6.55700847482861,-5.66023617100261,3.53924598628897,-1.59927741471781,NA,NA,"species","Balbc"
"s__Mammaliicoccus sciuri",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mannheimia granulomatis",6.55700847482861,-5.66023617100261,3.53924598628897,-1.59927741471781,NA,NA,"species","Balbc"
"s__Marichromatium purpuratum",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Marinicauda algicola",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Marinilactibacillus sp. 15R",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Marinithermus hydrothermalis",6.76787521612737,-5.6981902936817,3.53910531316142,-1.61006519712509,NA,NA,"species","Balbc"
"s__Marmoricola scoriae",8.12507944700415,1.50461112025436,3.35272409071856,0.448772723177436,NA,NA,"species","Balbc"
"s__Megamonas funiformis",8.07447989055916,1.49076897653098,3.35280620057036,0.44463320793113,NA,NA,"species","Balbc"
"s__Megasphaera elsdenii",10.7552190945859,-20.556916305724,3.53712599065406,-5.81175687833578,NA,NA,"species","Balbc"
"s__Megasphaera stantonii",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Meiothermus ruber",21.7490592453636,1.24443728920617,3.33935415296981,0.372658074645796,NA,NA,"species","Balbc"
"s__Meiothermus silvanus",5.46263388500559,0.45155581405476,3.36186667803511,0.134316990321186,NA,NA,"species","Balbc"
"s__Meiothermus taiwanensis",24.7373127040552,0.830563091319614,3.33830952640926,0.248797508064802,NA,NA,"species","Balbc"
"s__Melittangium boletus",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mesoplasma coleopterae",7.89381274001915,-0.317523576393888,3.35585361455531,-0.0946178268970662,NA,NA,"species","Balbc"
"s__Metabacillus sp. KUDC1714",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Methylobacterium durans",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Methylobacterium indicum",10.3276866842095,-20.4979020753995,3.53726416373094,-5.79484627853726,NA,NA,"species","Balbc"
"s__Methylobacterium nodulans",3.40473187391522,-4.71683564691538,3.54423767395681,-1.33084631473077,NA,NA,"species","Balbc"
"s__Methylobacterium radiodurans",5.13682598831247,6.3625156771607,3.46265194536363,1.83746902014795,NA,NA,"species","Balbc"
"s__Methylobacterium sp. 17Sr1-1",5.87911230022913,0.275580053559323,3.36044705789013,0.0820069618154755,NA,NA,"species","Balbc"
"s__Methylobacterium sp. AMS5",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Methylobacterium sp. DM1",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Methylobacterium sp. WL1",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Methylobacterium sp. XJLW",66.6720826806488,0.741075396230844,3.33417279619182,0.222266643491686,NA,NA,"species","Balbc"
"s__Methylobacterium terrae",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Methyloceanibacter caenitepidi",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Methylococcus capsulatus",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Methylomonas koyamae",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Methylorubrum populi",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Methylorubrum zatmanii",14.9412672934584,-21.0039313321132,3.53619709501202,-5.93969475336665,NA,NA,"species","Balbc"
"s__Methylosinus sp. C49",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Methylovulum psychrotolerans",5.97314486807146,0.328501880285192,3.35981195240171,0.0977738888184998,NA,NA,"species","Balbc"
"s__Microbacterium caowuchunii",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium chengjingii",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium endophyticum",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium hominis",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium hydrocarbonoxydans",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium lemovicicum",8.03104687916182,1.47704701032688,3.22083600621632,0.458591187963662,NA,NA,"species","Balbc"
"s__Microbacterium lushaniae",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium oleivorans",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium oryzae",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium paludicola",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium paraoxydans",6.55700847482861,-5.66023617100261,3.53924598628897,-1.59927741471781,NA,NA,"species","Balbc"
"s__Microbacterium protaetiae",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium sp. 1.5R",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium sp. 1S1",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium sp. 4R-513",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium sp. A18JL200",6.76787521612737,-5.6981902936817,3.53910531316142,-1.61006519712509,NA,NA,"species","Balbc"
"s__Microbacterium sp. A18JL241",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium sp. ABRD_28",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium sp. CBA3102",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium sp. CGR1",3.40473187391522,-4.71683564691538,3.54423767395681,-1.33084631473077,NA,NA,"species","Balbc"
"s__Microbacterium sp. PAMC 28756",13.2401132664808,-20.8371682885727,3.53650827787375,-5.89201739437198,NA,NA,"species","Balbc"
"s__Microbacterium sp. PAMC22086",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium sp. PM5",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium sp. SGAir0570",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium sp. TPU 3598",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium sp. WY121",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium sp. Y-01",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium sp. YJN-G",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium sp. str. 'China'",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microbacterium wangchenii",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Micrococcus sp. 28",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Micrococcus sp. A1",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Micrococcus sp. MG-2010-D12",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Micrococcus sp. V7",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Micromonospora carbonacea",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Micromonospora chokoriensis",3.40473187391522,-4.71683564691538,3.54423767395681,-1.33084631473077,NA,NA,"species","Balbc"
"s__Micromonospora coriariae",5.32539974586292,-5.36286041923231,3.54048554784675,-1.51472456157712,NA,NA,"species","Balbc"
"s__Micromonospora echinospora",7.11391576716091,0.858811721039756,3.35457891105977,0.256011780855213,NA,NA,"species","Balbc"
"s__Micromonospora purpureochromogenes",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Micromonospora sp. WMMC415",5.32539974586292,-5.36286041923231,3.54048554784675,-1.51472456157712,NA,NA,"species","Balbc"
"s__Micromonospora terminaliae",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microterricola viridarii",6.55700847482861,-5.66023617100261,3.53924598628897,-1.59927741471781,NA,NA,"species","Balbc"
"s__Microvirga ossetica",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Microvirga sp. VF16",9.24225564244128,-0.705775805458334,3.35503352222157,-0.2103632648627,NA,NA,"species","Balbc"
"s__Miniimonas sp. S16",6.69743735193737,1.03478793560447,3.35600100979184,0.308339578142336,NA,NA,"species","Balbc"
"s__Mixta calida",6.76787521612737,-5.6981902936817,3.53910531316142,-1.61006519712509,NA,NA,"species","Balbc"
"s__Mixta gaviniae",6.76787521612737,-5.6981902936817,3.53910531316142,-1.61006519712509,NA,NA,"species","Balbc"
"s__Mogibacterium diversum",15.0044024495367,-0.244694323044793,3.2061514703367,-0.076320262878627,NA,NA,"species","Balbc"
"s__Mogibacterium pumilum",2.98825345869168,-4.54086024958973,3.54558370409331,-1.28070879961102,NA,NA,"species","Balbc"
"s__Moraxella bovis",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Moraxella bovoculi",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Moraxella cuniculi",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Moraxella ovis",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mouse mammary tumor virus",3.40473187391522,-4.71683564691538,3.54423767395681,-1.33084631473077,NA,NA,"species","Balbc"
"s__Murdochiella vaginalis",5.46263388500559,0.45155581405476,3.36186667803511,0.134316990321186,NA,NA,"species","Balbc"
"s__Muribaculum intestinale",3.40473187391522,-4.71683564691538,3.54423767395681,-1.33084631473077,NA,NA,"species","Balbc"
"s__Mycobacterium basiliense",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium branderi",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium canettii",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium colombiense",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium conspicuum",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium cookii",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium diernhoferi",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium dioxanotrophicus",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium doricum",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium florentinum",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium gallinarum",6.69743735193737,1.03478793560447,3.35600100979184,0.308339578142336,NA,NA,"species","Balbc"
"s__Mycobacterium goodii",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium grossiae",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium haemophilum",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium heckeshornense",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium heidelbergense",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium heraklionense",2.98825345869168,-4.54086024958973,3.54558370409331,-1.28070879961102,NA,NA,"species","Balbc"
"s__Mycobacterium holsaticum",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium intracellulare",5.13682598831247,6.3625156771607,3.46265194536363,1.83746902014795,NA,NA,"species","Balbc"
"s__Mycobacterium kansasii",9.03458363910861,0.212786705842677,3.35061441672571,0.0635067720058985,NA,NA,"species","Balbc"
"s__Mycobacterium koreense",2.98825345869168,-4.54086024958973,3.54558370409331,-1.28070879961102,NA,NA,"species","Balbc"
"s__Mycobacterium kubicae",7.11391576716091,0.858811721039756,3.35457891105977,0.256011780855213,NA,NA,"species","Balbc"
"s__Mycobacterium lacus",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium leprae",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium malmoense",5.32539974586292,-5.36286041923231,3.54048554784675,-1.51472456157712,NA,NA,"species","Balbc"
"s__Mycobacterium mantenii",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium marinum",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium marseillense",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium noviomagense",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium paraintracellulare",10.172452863735,7.34851590348158,3.45856637401175,2.12472889307534,NA,NA,"species","Balbc"
"s__Mycobacterium paraseoulense",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium phage Bromden",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium phage Ekdilam",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium phage JewelBug",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium phage Kumao",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium phage Lemuria",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium phage RhynO",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium phage Rutherferd",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium riyadhense",7.41836778649138,6.89278033774585,3.46011454728144,1.99206709591779,NA,NA,"species","Balbc"
"s__Mycobacterium saskatchewanense",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium seoulense",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium shigaense",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium shinjukuense",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium shottsii",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium sp. DL440",7.41836778649138,6.89278033774585,3.46011454728144,1.99206709591779,NA,NA,"species","Balbc"
"s__Mycobacterium sp. DL592",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium sp. ELW1",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium sp. EPa45",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium sp. JS623",8.07447989055916,1.49076897653098,3.35280620057036,0.44463320793113,NA,NA,"species","Balbc"
"s__Mycobacterium sp. KMS",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium sp. TY59",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium sp. WY10",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium sp. YC-RL4",2.98825345869168,-4.54086024958973,3.54558370409331,-1.28070879961102,NA,NA,"species","Balbc"
"s__Mycobacterium spongiae",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium stomatepiae",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium tuberculosis",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium ulcerans",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium virus Chrisnmich",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium virus Thibault",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycobacterium xenopi",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycolicibacterium anyangense",5.87911230022913,0.275580053559323,3.36044705789013,0.0820069618154755,NA,NA,"species","Balbc"
"s__Mycolicibacterium arabiense",7.89381274001915,-0.317523576393888,3.35585361455531,-0.0946178268970662,NA,NA,"species","Balbc"
"s__Mycolicibacterium celeriflavum",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycolicibacterium chitae",2.98825345869168,-4.54086024958973,3.54558370409331,-1.28070879961102,NA,NA,"species","Balbc"
"s__Mycolicibacterium fluoranthenivorans",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycolicibacterium gilvum",20.9177742108417,-21.1865730270802,3.53551890854956,-5.99249320258112,NA,NA,"species","Balbc"
"s__Mycolicibacterium hassiacum",3.40473187391522,-4.71683564691538,3.54423767395681,-1.33084631473077,NA,NA,"species","Balbc"
"s__Mycolicibacterium litorale",11.9530138347667,-20.702184517662,3.53678985289571,-5.8533826941152,NA,NA,"species","Balbc"
"s__Mycolicibacterium monacense",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycolicibacterium mucogenicum",16.1850384433089,-21.1099715620031,3.53601756860295,-5.96998492016641,NA,NA,"species","Balbc"
"s__Mycolicibacterium phlei",3.40473187391522,-4.71683564691538,3.54423767395681,-1.33084631473077,NA,NA,"species","Balbc"
"s__Mycolicibacterium phocaicum",192.52097221582,-3.42683571960375,2.95060089251565,-1.16140265811486,NA,NA,"species","Balbc"
"s__Mycolicibacterium psychrotolerans",2.98825345869168,-4.54086024958973,3.54558370409331,-1.28070879961102,NA,NA,"species","Balbc"
"s__Mycolicibacterium sediminis",7.89381274001915,-0.317523576393888,3.35585361455531,-0.0946178268970662,NA,NA,"species","Balbc"
"s__Mycolicibacterium sp. LJ126",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Mycolicibacterium tokaiense",3.40473187391522,-4.71683564691538,3.54423767395681,-1.33084631473077,NA,NA,"species","Balbc"
"s__Mycolicibacterium vaccae",9.3362882102836,-0.652853994848823,3.35439739575457,-0.194626312217835,NA,NA,"species","Balbc"
"s__Mycolicibacterium vanbaalenii",42.8861226672082,-2.15672417129278,3.34135839453308,-0.645463286674509,NA,NA,"species","Balbc"
"s__Myroides fluvii",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Myroides odoratus",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Myroides phaeus",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Myroides profundi",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Myroides sp. ZB35",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Myxococcus sp. SCHIC003",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Myxococcus xanthus",5.32539974586292,-5.36286041923231,3.54048554784675,-1.51472456157712,NA,NA,"species","Balbc"
"s__Nakamurella sp. PAMC28650",2.98825345869168,-4.54086024958973,3.54558370409331,-1.28070879961102,NA,NA,"species","Balbc"
"s__Naumovozyma castellii",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Neisseria animaloris",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Neisseria canis",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Neisseria cinerea",2.98825345869168,-4.54086024958973,3.54558370409331,-1.28070879961102,NA,NA,"species","Balbc"
"s__Neisseria flavescens",10.172452863735,7.34851590348158,3.45856637401175,2.12472889307534,NA,NA,"species","Balbc"
"s__Neisseria gonorrhoeae",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Neisseria lactamica",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Neisseria meningitidis",3.40473187391522,-4.71683564691538,3.54423767395681,-1.33084631473077,NA,NA,"species","Balbc"
"s__Neisseria sp. oral taxon 014",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Neisseria weaveri",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Neochlamydia sp. S13",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Neomicrococcus aestuarii",5.87911230022913,0.275580053559323,3.36044705789013,0.0820069618154755,NA,NA,"species","Balbc"
"s__Neorhizobium galegae",9.24225564244128,-0.705775805458334,3.35503352222157,-0.2103632648627,NA,NA,"species","Balbc"
"s__Neospora caninum",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Nesterenkonia sp. NBAIMH1",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Niallia circulans",7.11391576716091,0.858811721039756,3.35457891105977,0.256011780855213,NA,NA,"species","Balbc"
"s__Nitrobacter hamburgensis",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Nocardia asteroides",23.9060276695334,-21.6377063413187,3.53530639111344,-6.12046141056076,NA,NA,"species","Balbc"
"s__Nocardia brasiliensis",5.32539974586292,-5.36286041923231,3.54048554784675,-1.51472456157712,NA,NA,"species","Balbc"
"s__Nocardia nova",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Nocardia seriolae",3.40473187391522,-4.71683564691538,3.54423767395681,-1.33084631473077,NA,NA,"species","Balbc"
"s__Nocardia tengchongensis",9.3362882102836,-0.652853994848823,3.35439739575457,-0.194626312217835,NA,NA,"species","Balbc"
"s__Nocardia yunnanensis",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Nocardioides anomalus",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Nocardioides cynanchi",5.46263388500559,0.45155581405476,3.36186667803511,0.134316990321186,NA,NA,"species","Balbc"
"s__Nocardioides marinisabuli",2.98825345869168,-4.54086024958973,3.54558370409331,-1.28070879961102,NA,NA,"species","Balbc"
"s__Nocardioides mesophilus",5.08622643186748,6.34867355593624,3.46273144964184,1.8334293745456,NA,NA,"species","Balbc"
"s__Nocardioides piscis",5.46263388500559,0.45155581405476,3.36186667803511,0.134316990321186,NA,NA,"species","Balbc"
"s__Nocardioides seonyuensis",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Nocardioides sp. 603",15.4978526095979,1.66860995508677,3.3431058235365,0.49911969383058,NA,NA,"species","Balbc"
"s__Nocardioides sp. G188",2.98825345869168,-4.54086024958973,3.54558370409331,-1.28070879961102,NA,NA,"species","Balbc"
"s__Nocardioides sp. JQ2195",2.98825345869168,-4.54086024958973,3.54558370409331,-1.28070879961102,NA,NA,"species","Balbc"
"s__Nocardioides sp. JS614",6.55700847482861,-5.66023617100261,3.53924598628897,-1.59927741471781,NA,NA,"species","Balbc"
"s__Nocardioides sp. WS12",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Nocardioides sp. dk884",2.98825345869168,-4.54086024958973,3.54558370409331,-1.28070879961102,NA,NA,"species","Balbc"
"s__Nocardioides sp. zg-1228",9.3362882102836,-0.652853994848823,3.35439739575457,-0.194626312217835,NA,NA,"species","Balbc"
"s__Nocardioides sp. zg-579",2.98825345869168,-4.54086024958973,3.54558370409331,-1.28070879961102,NA,NA,"species","Balbc"
"s__Nocardioides ungokensis",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Nocardiopsis gilva",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Nonomuraea coxensis",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Nonomuraea sp. ATCC 55076",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Nordella sp. HKS 07",8.41533022572678,1.38580503428429,3.35174431255847,0.413457861058162,NA,NA,"species","Balbc"
"s__Nostoc sp. C052",13.8459096205886,-20.8903742808878,3.53638948220922,-5.90726060745926,NA,NA,"species","Balbc"
"s__Nostoc sphaeroides",6.92295481029429,-5.73991693639672,3.53895485314399,-1.62192431793738,NA,NA,"species","Balbc"
"s__Oceanobacillus iheyensis",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Odoribacter splanchnicus",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Oerskovia sp. KBS0722",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Olsenella uli",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Orientia tsutsugamushi",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Ornithinimicrobium sp. AMA3305",6.92295481029429,-5.73991693639672,3.53895485314399,-1.62192431793738,NA,NA,"species","Balbc"
"s__Ornithinimicrobium sp. HY006",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Oscillibacter sp. MM35",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Oscillibacter sp. MM50",3.40473187391522,-4.71683564691538,3.54423767395681,-1.33084631473077,NA,NA,"species","Balbc"
"s__Oscillibacter sp. MM59",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Oscillibacter sp. NSJ-62",0,NA,NA,NA,NA,NA,"species","Balbc"
"s__Oscillibacter sp. PEA192",17.3641325569676,-21.2068930912532,3.53586825985799,-5.9976479700929,NA,NA,"species","Balbc"
