"sample","buffa.score","source","avg_z_score"
"TCGA-KK-A8IB-01A-11R-A36G-07",-3,"prad-tumor",-0.155624186883035
"TCGA-KK-A8IC-01A-11R-A36G-07",-9,"prad-tumor",-0.223371282292047
"TCGA-KK-A8ID-01A-11R-A36G-07",-19,"prad-tumor",-0.401776884749179
"TCGA-KK-A8IF-01A-11R-A36G-07",-11,"prad-tumor",-0.289546635861056
"TCGA-KK-A8IG-01A-11R-A36G-07",-13,"prad-tumor",-0.273595454783415
"TCGA-KK-A8IH-01A-11R-A36G-07",-17,"prad-tumor",-0.392476206502732
"TCGA-KK-A8II-01A-11R-A36G-07",-23,"prad-tumor",-0.419863369007386
"TCGA-KK-A8IJ-01A-11R-A352-07",-17,"prad-tumor",-0.352360983105294
"TCGA-KK-A8IK-01A-11R-A36G-07",-9,"prad-tumor",-0.303893535677142
"TCGA-KK-A8IL-01A-11R-A36G-07",-17,"prad-tumor",-0.312883000066182
"TCGA-KK-A8IM-01A-11R-A36G-07",-19,"prad-tumor",-0.398700428556082
"TCGA-KL-8323-01A-21R-2315-07",19,"kich-tumor",0.272623164951465
"TCGA-KL-8324-01A-11R-2315-07",-13,"kich-tumor",-0.0129179356222395
"TCGA-KL-8324-11A-01R-2315-07",-13,"kich",-0.281475367403142
"TCGA-KL-8325-01A-11R-2315-07",-13,"kich-tumor",-0.257240422093784
"TCGA-KL-8326-11A-01R-2315-07",-13,"kich",-0.253986421019879
"TCGA-KL-8328-01A-11R-2315-07",-3,"kich-tumor",0.220804390424359
"TCGA-KL-8329-01A-11R-2315-07",-1,"kich-tumor",-0.102499385910807
"TCGA-KL-8329-11A-01R-2315-07",-17,"kich",-0.30865889474647
"TCGA-KL-8330-01A-11R-2315-07",-9,"kich-tumor",-0.0701970059470511
"TCGA-KL-8331-01A-11R-2315-07",-7,"kich-tumor",-0.107581128027953
"TCGA-KL-8332-01A-11R-2315-07",-9,"kich-tumor",-0.137989439040661
"TCGA-KL-8332-11A-01R-2315-07",-9,"kich",-0.0483815721479729
"TCGA-KL-8333-01A-11R-2315-07",-19,"kich-tumor",-0.288709210110983
"TCGA-KL-8334-01A-11R-2315-07",-9,"kich-tumor",-0.114046360541344
"TCGA-KL-8335-01A-11R-2315-07",-3,"kich-tumor",-0.0226916622338207
"TCGA-KL-8336-01A-11R-2315-07",17,"kich-tumor",0.375828119700211
"TCGA-KL-8336-11A-01R-2315-07",7,"kich",-0.1209532947942
"TCGA-KL-8337-01A-11R-2315-07",-13,"kich-tumor",-0.258706415156699
"TCGA-KL-8338-01A-11R-2315-07",-11,"kich-tumor",0.0168041846513357
"TCGA-KL-8339-01A-11R-2315-07",3,"kich-tumor",0.195537375793557
"TCGA-KL-8339-11A-01R-2315-07",-13,"kich",-0.0682044678413241
"TCGA-KL-8340-01A-11R-2315-07",-9,"kich-tumor",-0.124624337874773
"TCGA-KL-8341-01A-11R-2315-07",23,"kich-tumor",0.339061882062206
"TCGA-KL-8342-01A-11R-2315-07",-9,"kich-tumor",-0.180821876512888
"TCGA-KL-8343-01A-11R-2315-07",-9,"kich-tumor",-0.249495668423677
"TCGA-KL-8344-01A-11R-2315-07",-13,"kich-tumor",-0.270633427847284
"TCGA-KL-8345-01A-11R-2315-07",-13,"kich-tumor",-0.173426570380335
"TCGA-KL-8346-01A-11R-2315-07",-13,"kich-tumor",-0.128415602499417
"TCGA-KM-8438-01A-11R-2315-07",1,"kich-tumor",0.0948353956953666
"TCGA-KM-8439-01A-11R-2315-07",3,"kich-tumor",0.156506091345474
"TCGA-KM-8440-01A-11R-2315-07",-11,"kich-tumor",-0.179320474605067
"TCGA-KM-8441-01A-11R-2315-07",-5,"kich-tumor",-0.103413225736941
"TCGA-KM-8442-01A-11R-2315-07",-5,"kich-tumor",-0.138328948655753
"TCGA-KM-8443-01A-11R-2315-07",-7,"kich-tumor",-0.168849622359169
"TCGA-KM-8477-01A-11R-2315-07",-7,"kich-tumor",-0.215820576824744
"TCGA-KM-8639-01A-11R-2403-07",-11,"kich-tumor",0.0143302344527308
"TCGA-KN-8418-01A-11R-2315-07",-5,"kich-tumor",-0.0579724894845942
"TCGA-KN-8419-01A-11R-2315-07",-5,"kich-tumor",-0.135294520540047
"TCGA-KN-8419-11A-01R-2315-07",1,"kich",-0.0987061047551061
"TCGA-KN-8421-01A-11R-2315-07",-3,"kich-tumor",0.0157862967246205
"TCGA-KN-8422-01A-11R-2315-07",-13,"kich-tumor",-0.103091986257815
"TCGA-KN-8422-11A-01R-2315-07",-15,"kich",-0.388125594195356
"TCGA-KN-8423-01A-11R-2315-07",-9,"kich-tumor",-0.0566169951970025
"TCGA-KN-8423-11A-01R-2315-07",-11,"kich",-0.320434389093585
"TCGA-KN-8424-01A-11R-2315-07",-3,"kich-tumor",-0.172863876929624
"TCGA-KN-8424-11A-01R-2315-07",-9,"kich",-0.303399801077632
"TCGA-KN-8425-01A-11R-2315-07",-11,"kich-tumor",-0.208560213269245
"TCGA-KN-8425-11A-01R-2315-07",-11,"kich",-0.313587610155519
"TCGA-KN-8426-01A-11R-2315-07",-1,"kich-tumor",0.12362378075389
"TCGA-KN-8426-11A-01R-2315-07",-7,"kich",-0.296906701630061
"TCGA-KN-8427-01A-11R-2315-07",23,"kich-tumor",0.399426034619993
"TCGA-KN-8427-11A-01R-2315-07",-3,"kich",-0.208638404945528
"TCGA-KN-8428-01A-11R-2315-07",29,"kich-tumor",0.955884566778344
"TCGA-KN-8428-11A-01R-2315-07",-13,"kich",-0.320614357156694
"TCGA-KN-8429-01A-11R-2315-07",-9,"kich-tumor",-0.265157254970938
"TCGA-KN-8429-11A-01R-2315-07",1,"kich",-0.139349050664826
"TCGA-KN-8430-01A-11R-2315-07",1,"kich-tumor",-0.00249435613303913
"TCGA-KN-8430-11A-01R-2315-07",-9,"kich",-0.140819308436044
"TCGA-KN-8431-01A-11R-2315-07",-3,"kich-tumor",0.0953943975748868
"TCGA-KN-8431-11A-01R-2315-07",-9,"kich",-0.288857970099116
"TCGA-KN-8432-01A-11R-2315-07",-17,"kich-tumor",-0.335783966254433
"TCGA-KN-8432-11A-01R-2315-07",-1,"kich",-0.0465802907022427
"TCGA-KN-8433-01A-11R-2315-07",-13,"kich-tumor",-0.106494738062961
"TCGA-KN-8433-11A-01R-2315-07",-9,"kich",-0.305041718078112
"TCGA-KN-8434-01A-11R-2315-07",-9,"kich-tumor",-0.123227762460841
"TCGA-KN-8434-11A-01R-2315-07",-13,"kich",-0.289792891665872
"TCGA-KN-8435-01A-11R-2315-07",5,"kich-tumor",0.0911791612179538
"TCGA-KN-8435-11A-01R-2315-07",-21,"kich",-0.354944655783131
"TCGA-KN-8436-01A-11R-2315-07",-3,"kich-tumor",-0.135579631020011
"TCGA-KN-8436-11A-01R-2315-07",-9,"kich",-0.351484828076172
"TCGA-KN-8437-01A-11R-2315-07",-7,"kich-tumor",-0.209814397487398
"TCGA-KN-8437-11A-01R-2315-07",-27,"kich",-0.461093480224001
"TCGA-KO-8403-01A-11R-2315-07",-7,"kich-tumor",-0.176868891184501
"TCGA-KO-8403-11A-01R-2315-07",-19,"kich",-0.417406502099191
"TCGA-KO-8405-01A-11R-2315-07",-5,"kich-tumor",-0.0851474552808213
"TCGA-KO-8406-01A-11R-2315-07",-9,"kich-tumor",-0.221049128858545
"TCGA-KO-8407-01A-11R-2315-07",-9,"kich-tumor",-0.212666039805354
"TCGA-KO-8408-01A-11R-2315-07",13,"kich-tumor",0.309455626788205
"TCGA-KO-8410-01A-11R-2315-07",-15,"kich-tumor",-0.0823673707530395
"TCGA-KO-8411-01A-11R-2315-07",-13,"kich-tumor",-0.250543946902203
"TCGA-KO-8413-01A-11R-2315-07",-3,"kich-tumor",-0.0882809182576885
"TCGA-KO-8414-01A-11R-2315-07",-15,"kich-tumor",-0.206437225289377
"TCGA-KO-8415-11A-01R-2315-07",1,"kich",-0.229171672359464
"TCGA-KO-8416-01A-11R-2315-07",-13,"kich-tumor",-0.300059500018912
"TCGA-KO-8417-01A-11R-2315-07",-15,"kich-tumor",-0.311411338245081
"TCGA-KP-A3VZ-01A-11R-A22K-07",17,"ucec-tumor",0.481578641684643
"TCGA-KP-A3W0-01A-21R-A22K-07",9,"ucec-tumor",0.0407654889549103
"TCGA-KP-A3W1-01A-11R-A22K-07",5,"ucec-tumor",0.0116258848036761
"TCGA-KP-A3W4-01A-11R-A22K-07",-1,"ucec-tumor",-0.0803640462057739
"TCGA-KQ-A41P-01A-12R-A33J-07",-3,"blca-tumor",-0.194952734380839
"TCGA-KQ-A41Q-01A-11R-A33J-07",7,"blca-tumor",-0.0286454648919615
"TCGA-KQ-A41S-01A-12R-A33J-07",3,"blca-tumor",-0.122397846403088
"TCGA-KR-A7K0-01A-12R-A33R-07",-11,"lihc-tumor",-0.253881710154537
"TCGA-KR-A7K8-01A-11R-A33J-07",-15,"lihc-tumor",-0.380308466235992
"TCGA-KS-A41I-11A-11R-A23N-07",-33,"thca",-0.508407628673914
"TCGA-KS-A41J-11A-12R-A23N-07",-39,"thca",-0.625260290437877
"TCGA-KS-A41L-11A-11R-A23N-07",-35,"thca",-0.557240465656058
"TCGA-KS-A4I3-01A-11R-A250-07",-29,"thca-tumor",-0.48299550016437
"TCGA-KS-A4I7-01A-11R-A250-07",-31,"thca-tumor",-0.489587317763736
"TCGA-KS-A4I9-01A-11R-A250-07",-33,"thca-tumor",-0.547238756565629
"TCGA-KS-A4IB-01A-11R-A250-07",-35,"thca-tumor",-0.610349553149429
"TCGA-KS-A4IC-01A-11R-A250-07",-33,"thca-tumor",-0.552643475470693
"TCGA-KS-A4ID-01A-11R-A250-07",-29,"thca-tumor",-0.511277463500996
"TCGA-KU-A66S-01A-21R-A30B-07",23,"hnsc-tumor",0.361613509744693
"TCGA-KU-A66T-01A-11R-A30B-07",41,"hnsc-tumor",1.29721447698875
"TCGA-KU-A6H8-01A-21R-A34R-07",25,"hnsc-tumor",0.312817802391068
"TCGA-KV-A6GD-01A-11R-A31O-07",5,"kirp-tumor",-0.182922199002165
"TCGA-KV-A74V-01A-11R-A33Z-07",-11,"kirp-tumor",-0.33168573708338
"TCGA-L3-A4E7-01A-11R-A24Z-07",33,"lusc-tumor",0.413267204317248
"TCGA-L3-A524-01A-11R-A262-07",31,"lusc-tumor",0.976888571820101
"TCGA-L4-A4E5-01A-11R-A24X-07",17,"luad-tumor",0.309619764732034
"TCGA-L4-A4E6-01A-11R-A24H-07",-27,"luad-tumor",-0.424858865225617
"TCGA-L5-A43C-01A-11R-A24K-31",35,"esca-tumor",0.450992226962773
"TCGA-L5-A43C-11A-11R-A24K-31",-27,"esca",-0.564342862166421
"TCGA-L5-A43E-01A-11R-A24K-31",7,"esca-tumor",-0.0897433901749043
"TCGA-L5-A43H-01A-11R-A24K-31",25,"esca-tumor",0.334890323469605
"TCGA-L5-A43I-01A-11R-A24K-31",11,"esca-tumor",0.0697454105732401
"TCGA-L5-A43J-01A-12R-A24K-31",33,"esca-tumor",1.28810973242901
"TCGA-L5-A43M-01A-11R-A24K-31",5,"esca-tumor",-0.225506212148193
"TCGA-L5-A4OE-01A-11R-A260-31",29,"esca-tumor",0.514500037377977
"TCGA-L5-A4OF-01A-11R-A260-31",21,"esca-tumor",0.0576101738929109
"TCGA-L5-A4OF-11A-12R-A260-31",-7,"esca",-0.0769801072726646
"TCGA-L5-A4OG-01A-11R-A260-31",21,"esca-tumor",0.447291642415296
"TCGA-L5-A4OG-11A-12R-A260-31",-25,"esca",-0.44814441005593
"TCGA-L5-A4OH-01A-11R-A260-31",15,"esca-tumor",0.174700690158889
"TCGA-L5-A4OI-01A-11R-A36D-31",21,"esca-tumor",0.164066191383389
"TCGA-L5-A4OJ-01A-11R-A260-31",17,"esca-tumor",0.341332870321725
"TCGA-L5-A4OJ-11A-12R-A260-31",-23,"esca",-0.431589481432685
"TCGA-L5-A4OM-01A-11R-A260-31",23,"esca-tumor",0.531718457787898
"TCGA-L5-A4OM-11A-11R-A260-31",-5,"esca",-0.277375753346034
"TCGA-L5-A4ON-01A-11R-A260-31",13,"esca-tumor",0.100274172286742
"TCGA-L5-A4OO-01A-11R-A260-31",7,"esca-tumor",-0.0524692136936234
"TCGA-L5-A4OO-11A-12R-A260-31",-23,"esca",-0.332223124095364
"TCGA-L5-A4OP-01A-11R-A260-31",5,"esca-tumor",-0.0458185527353496
"TCGA-L5-A4OQ-01A-11R-A260-31",29,"esca-tumor",0.641407351721211
"TCGA-L5-A4OQ-11A-12R-A260-31",-7,"esca",-0.066936261867095
"TCGA-L5-A4OR-01A-11R-A260-31",27,"esca-tumor",0.355629680216169
"TCGA-L5-A4OR-11A-11R-A260-31",-31,"esca",-0.559838231322635
"TCGA-L5-A4OS-01A-11R-A28J-31",25,"esca-tumor",0.605893221859763
"TCGA-L5-A4OT-01A-11R-A28J-31",21,"esca-tumor",0.107500236233873
"TCGA-L5-A4OU-01A-11R-A28J-31",23,"esca-tumor",0.276502735574538
"TCGA-L5-A4OW-01A-11R-A28J-31",25,"esca-tumor",0.490611983403615
"TCGA-L5-A4OX-01A-21R-A28J-31",21,"esca-tumor",0.376942974422487
"TCGA-L5-A88S-01A-11R-A36D-31",23,"esca-tumor",0.709638417755646
"TCGA-L5-A88T-01A-11R-A354-31",15,"esca-tumor",0.428189414052407
"TCGA-L5-A88V-01A-11R-A354-31",29,"esca-tumor",0.723507424926448
"TCGA-L5-A88W-01A-11R-A354-31",37,"esca-tumor",1.67247131338798
"TCGA-L5-A88Y-01A-11R-A354-31",15,"esca-tumor",0.0323694343093055
"TCGA-L5-A88Z-01A-11R-A36D-31",15,"esca-tumor",0.198910475944048
"TCGA-L5-A891-01A-11R-A36D-31",21,"esca-tumor",0.846588854800272
"TCGA-L5-A893-01A-11R-A36D-31",25,"esca-tumor",0.338618812631642
"TCGA-L5-A8NE-01A-11R-A37I-31",15,"esca-tumor",0.285507217020304
"TCGA-L5-A8NF-01A-11R-A37I-31",9,"esca-tumor",-0.0485840905117228
"TCGA-L5-A8NG-01A-11R-A37I-31",17,"esca-tumor",0.0558562147230915
"TCGA-L5-A8NH-01A-11R-A37I-31",13,"esca-tumor",0.115063175314741
"TCGA-L5-A8NI-01A-11R-A37I-31",37,"esca-tumor",0.519350055395289
"TCGA-L5-A8NJ-01A-11R-A36D-31",27,"esca-tumor",0.708616660992335
"TCGA-L5-A8NK-01A-21R-A37I-31",29,"esca-tumor",0.330699304350138
"TCGA-L5-A8NL-01A-12R-A37I-31",21,"esca-tumor",0.193772121442924
"TCGA-L5-A8NM-01A-11R-A37I-31",33,"esca-tumor",0.456001953835098
"TCGA-L5-A8NN-01A-11R-A37I-31",21,"esca-tumor",0.34538174861938
"TCGA-L5-A8NQ-01A-11R-A36D-31",23,"esca-tumor",0.790273368633344
"TCGA-L5-A8NR-01A-11R-A37I-31",37,"esca-tumor",0.46742900359945
"TCGA-L5-A8NS-01A-12R-A37I-31",23,"esca-tumor",0.107666859768309
"TCGA-L5-A8NT-01A-11R-A37I-31",15,"esca-tumor",0.0740522690638742
"TCGA-L5-A8NU-01A-11R-A36D-31",3,"esca-tumor",-0.101795776141521
"TCGA-L5-A8NV-01A-11R-A37I-31",25,"esca-tumor",0.0355385382534838
"TCGA-L5-A8NW-01A-11R-A37I-31",29,"esca-tumor",0.291646411240295
"TCGA-L6-A4EQ-01A-11R-A250-07",-29,"thca-tumor",-0.504303092966745
"TCGA-L6-A4ET-01A-11R-A250-07",-27,"thca-tumor",-0.570872989907592
"TCGA-L7-A56G-01A-21R-A260-31",35,"esca-tumor",0.842791083817308
"TCGA-L7-A6VZ-01A-12R-A336-31",15,"esca-tumor",0.203133604056075
"TCGA-L9-A444-01A-21R-A24H-07",-3,"luad-tumor",-0.153558976070844
"TCGA-L9-A50W-01A-12R-A39D-07",-13,"luad-tumor",-0.28377888317052
"TCGA-L9-A5IP-01A-21R-A39D-07",29,"luad-tumor",0.600293377147054
"TCGA-L9-A743-01A-43R-A39D-07",23,"luad-tumor",0.0291339644140006
"TCGA-L9-A7SV-01A-11R-A39D-07",-13,"luad-tumor",-0.300942518477278
"TCGA-L9-A8F4-01A-11R-A39D-07",15,"luad-tumor",0.0840571905189086
"TCGA-LA-A446-01A-21R-A24Z-07",29,"lusc-tumor",0.555428257193622
"TCGA-LA-A7SW-01A-11R-A405-07",27,"lusc-tumor",1.13273946049249
"TCGA-LC-A66R-01A-41R-A30C-07",31,"blca-tumor",0.824115763067762
"TCGA-LD-A74U-01A-13R-A33J-07",-3,"brca-tumor",-0.205007532068615
"TCGA-LD-A7W5-01A-22R-A352-07",-15,"brca-tumor",-0.296467267736988
"TCGA-LD-A7W6-01A-81R-A352-07",-23,"brca-tumor",-0.419609430692145
"TCGA-LD-A9QF-01A-32R-A41B-07",21,"brca-tumor",-0.0593821249790209
"TCGA-LG-A6GG-01A-11R-A311-07",-15,"lihc-tumor",-0.456065642616433
"TCGA-LG-A9QC-01A-11R-A37K-07",-27,"lihc-tumor",-0.544591036955484
"TCGA-LG-A9QD-01A-11R-A38B-07",-21,"lihc-tumor",-0.414222526290042
"TCGA-LL-A440-01A-11R-A24H-07",-21,"brca-tumor",-0.366829629783314
"TCGA-LL-A441-01A-11R-A24H-07",-7,"brca-tumor",-0.263099678519817
"TCGA-LL-A442-01A-11R-A24H-07",-25,"brca-tumor",-0.375787367974202
"TCGA-LL-A5YO-01A-21R-A28M-07",17,"brca-tumor",0.223003702716444
"TCGA-LL-A5YP-01A-21R-A28M-07",15,"brca-tumor",0.250208901215494
"TCGA-LL-A73Y-01A-11R-A33J-07",-1,"brca-tumor",-0.0840110983147958
"TCGA-LL-A73Z-01A-11R-A32P-07",9,"brca-tumor",0.136843461131671
"TCGA-LL-A740-01A-21R-A32P-07",5,"brca-tumor",-0.0858808478622792
"TCGA-LL-A7T0-01A-31R-A352-07",9,"brca-tumor",0.0949998569942362
"TCGA-LN-A49K-01A-11R-A24K-31",23,"esca-tumor",0.410846662787023
"TCGA-LN-A49L-01A-11R-A24K-31",17,"esca-tumor",3.54210809069103
"TCGA-LN-A49M-01A-21R-A260-31",31,"esca-tumor",1.25442540487156
"TCGA-LN-A49N-01A-11R-A24K-31",17,"esca-tumor",0.529700661353458
"TCGA-LN-A49O-01A-11R-A24K-31",39,"esca-tumor",1.92636324613594
"TCGA-LN-A49P-01A-11R-A24K-31",27,"esca-tumor",0.644638734622874
"TCGA-LN-A49R-01A-11R-A24K-31",29,"esca-tumor",0.747686551153661
"TCGA-LN-A49S-01A-11R-A24K-31",27,"esca-tumor",0.390624823944409
"TCGA-LN-A49U-01A-31R-A260-31",33,"esca-tumor",0.987253063490564
"TCGA-LN-A49V-01A-11R-A24K-31",21,"esca-tumor",0.860497152105267
"TCGA-LN-A49W-01A-11R-A260-31",35,"esca-tumor",0.762651841585976
"TCGA-LN-A49X-01A-31R-A260-31",33,"esca-tumor",1.09629667279653
"TCGA-LN-A4A1-01A-21R-A260-31",43,"esca-tumor",1.57609110273001
"TCGA-LN-A4A2-01A-31R-A260-31",37,"esca-tumor",1.59346742230447
"TCGA-LN-A4A3-01A-11R-A260-31",37,"esca-tumor",1.00211359609684
"TCGA-LN-A4A4-01A-11R-A260-31",37,"esca-tumor",0.898779037137838
"TCGA-LN-A4A5-01A-21R-A260-31",13,"esca-tumor",0.521113106763056
"TCGA-LN-A4A6-01A-11R-A260-31",33,"esca-tumor",2.20980858314534
"TCGA-LN-A4A8-01A-32R-A260-31",19,"esca-tumor",0.406646775371939
"TCGA-LN-A4A9-01A-11R-A28J-31",31,"esca-tumor",1.2089313854907
"TCGA-LN-A4MQ-01A-11R-A28J-31",25,"esca-tumor",0.692590545761744
"TCGA-LN-A4MR-01A-11R-A28J-31",31,"esca-tumor",0.684213839890354
"TCGA-LN-A5U5-01A-21R-A28J-31",35,"esca-tumor",1.12033892801284
"TCGA-LN-A5U6-01A-11R-A28J-31",39,"esca-tumor",1.56387199668833
"TCGA-LN-A5U7-01A-11R-A31P-31",23,"esca-tumor",1.03660352576156
"TCGA-LN-A5U7-01A-11R-A31P-31-1",23,"esca-tumor",1.03660352576156
"TCGA-LN-A7HV-01A-21R-A354-31",43,"esca-tumor",1.7512269762438
"TCGA-LN-A7HW-01A-22R-A354-31",25,"esca-tumor",0.513760311305995
"TCGA-LN-A7HX-01A-11R-A336-31",29,"esca-tumor",1.23439800810546
"TCGA-LN-A7HY-01A-12R-A354-31",35,"esca-tumor",0.828934424521259
"TCGA-LN-A7HZ-01A-31R-A354-31",25,"esca-tumor",1.01352401343514
"TCGA-LN-A8HZ-01A-11R-A36D-31",39,"esca-tumor",1.14651418851031
"TCGA-LN-A8I0-01A-11R-A36D-31",35,"esca-tumor",1.17965250133909
"TCGA-LN-A8I1-01A-11R-A36D-31",29,"esca-tumor",0.522042564553409
"TCGA-LN-A9FO-01A-11R-A38D-31",41,"esca-tumor",1.50155837989889
"TCGA-LN-A9FP-01A-31R-A38D-31",13,"esca-tumor",0.382128230782369
"TCGA-LN-A9FQ-01A-31R-A38D-31",27,"esca-tumor",0.482873507427996
"TCGA-LN-A9FR-01A-11R-A38D-31",29,"esca-tumor",0.751386001453711
"TCGA-LP-A4AU-01A-32R-A32Y-07",39,"cesc-tumor",0.485375040645533
"TCGA-LP-A4AW-01A-11R-A24H-07",31,"cesc-tumor",0.275860194631363
"TCGA-LP-A4AX-01A-12R-A24H-07",23,"cesc-tumor",0.556909509761551
"TCGA-LP-A5U2-01A-11R-A28H-07",29,"cesc-tumor",0.569199977888084
"TCGA-LP-A5U3-01A-11R-A28H-07",27,"cesc-tumor",0.351430386356213
"TCGA-LP-A7HU-01A-11R-A33Z-07",11,"cesc-tumor",0.28506025751494
"TCGA-LQ-A4E4-01A-11R-A266-07",-7,"brca-tumor",-0.251519903074253
"TCGA-LT-A5Z6-01A-11R-A28M-07",9,"blca-tumor",-0.0358543113539549
"TCGA-LT-A8JT-01A-11R-A36F-07",1,"blca-tumor",-0.19222402915587
"TCGA-M7-A71Y-01A-22R-A32O-07",-23,"prad-tumor",-0.436006943641489
"TCGA-M7-A71Z-01A-12R-A32O-07",-15,"prad-tumor",-0.312757655193977
"TCGA-M7-A720-01A-12R-A32O-07",-23,"prad-tumor",-0.377181308067066
"TCGA-M7-A721-01A-12R-A32O-07",-11,"prad-tumor",-0.303300098760348
"TCGA-M7-A724-01A-12R-A32O-07",-1,"prad-tumor",-0.116506111054142
"TCGA-M7-A725-01A-12R-A32O-07",-5,"prad-tumor",-0.156767861628239
"TCGA-M9-A5M8-01A-11R-A28J-31",25,"esca-tumor",0.416947060680764
"TCGA-MA-AA3W-01A-11R-A38B-07",23,"cesc-tumor",0.180355805420846
"TCGA-MA-AA3X-01A-22R-A42S-07",19,"cesc-tumor",0.245690742750219
"TCGA-MA-AA3Y-01A-11R-A38B-07",43,"cesc-tumor",0.963227081983855
"TCGA-MA-AA3Z-01A-11R-A38B-07",27,"cesc-tumor",0.206427144444509
"TCGA-MA-AA41-01A-11R-A38B-07",33,"cesc-tumor",1.34388980400313
"TCGA-MA-AA42-01A-12R-A38B-07",29,"cesc-tumor",0.42668645807766
"TCGA-MA-AA43-01A-11R-A42T-07",31,"cesc-tumor",0.517560583284474
"TCGA-MF-A522-01A-11R-A262-07",31,"lusc-tumor",0.574034713449551
"TCGA-MH-A55W-01A-11R-A26U-07",-7,"kirp-tumor",-0.179406114427707
"TCGA-MH-A561-01A-11R-A26U-07",-3,"kirp-tumor",-0.214797191640222
"TCGA-MH-A855-01A-11R-A355-07",-7,"kirp-tumor",-0.160351066387823
"TCGA-MH-A857-01A-11R-A355-07",-1,"kirp-tumor",0.11857493981643
"TCGA-MI-A75E-01A-11R-A32O-07",-7,"lihc-tumor",-0.24054199075844
"TCGA-MI-A75G-01A-11R-A32O-07",-17,"lihc-tumor",-0.263951516075204
"TCGA-MI-A75H-01A-11R-A32O-07",-25,"lihc-tumor",-0.388543636427345
"TCGA-MI-A75I-01A-11R-A32O-07",-3,"lihc-tumor",-0.168217388637762
"TCGA-MK-A4N6-01A-11R-A250-07",-25,"thca-tumor",-0.386599108198187
"TCGA-MK-A4N7-01A-11R-A250-07",-31,"thca-tumor",-0.611503618901167
"TCGA-MK-A4N9-01A-11R-A250-07",-29,"thca-tumor",-0.592632184266543
"TCGA-MK-A84Z-01A-11R-A39I-07",-33,"thca-tumor",-0.524720457960403
"TCGA-MM-A563-01A-11R-A266-07",9,"kirc-tumor",0.330609107358354
"TCGA-MN-A4N4-01A-12R-A24X-07",15,"luad-tumor",0.0176682055847429
"TCGA-MN-A4N5-01A-11R-A24X-07",13,"luad-tumor",-0.00566142609164882
"TCGA-MP-A4SV-01A-11R-A24X-07",29,"luad-tumor",0.165911623733104
"TCGA-MP-A4SW-01A-21R-A24X-07",21,"luad-tumor",-0.0112526390519248
"TCGA-MP-A4SY-01A-21R-A24X-07",35,"luad-tumor",0.385169317406299
"TCGA-MP-A4T4-01A-11R-A262-07",17,"luad-tumor",0.00067468039261728
"TCGA-MP-A4T6-01A-32R-A262-07",-23,"luad-tumor",-0.409447628670716
"TCGA-MP-A4T7-01A-11R-A24X-07",15,"luad-tumor",0.0270281833419108
"TCGA-MP-A4T8-01A-11R-A24X-07",27,"luad-tumor",0.286271173795585
"TCGA-MP-A4T9-01A-11R-A24X-07",19,"luad-tumor",0.0761168063189281
"TCGA-MP-A4TA-01A-21R-A24X-07",19,"luad-tumor",0.286312211738738
"TCGA-MP-A4TC-01A-11R-A24X-07",39,"luad-tumor",0.397060149094378
"TCGA-MP-A4TD-01A-32R-A262-07",3,"luad-tumor",-0.180708231489108
"TCGA-MP-A4TE-01A-22R-A466-07",13,"luad-tumor",-0.0238563941207431
"TCGA-MP-A4TF-01A-11R-A262-07",29,"luad-tumor",0.513026756513513
"TCGA-MP-A4TH-01A-31R-A262-07",-37,"luad-tumor",-0.521187200159357
"TCGA-MP-A4TI-01A-21R-A24X-07",33,"luad-tumor",0.528226105702811
"TCGA-MP-A4TJ-01A-51R-A262-07",5,"luad-tumor",-0.218972750279964
"TCGA-MP-A4TK-01A-11R-A24X-07",27,"luad-tumor",0.17995076806943
"TCGA-MP-A5C7-01A-11R-A262-07",-33,"luad-tumor",-0.553080795185648
"TCGA-MR-A520-01A-11R-A266-07",-25,"lihc-tumor",-0.499544228670182
"TCGA-MR-A8JO-01A-12R-A36F-07",5,"lihc-tumor",0.0682927635213697
"TCGA-MS-A51U-01A-31R-A266-07",-21,"brca-tumor",-0.339044430505322
"TCGA-MT-A51W-01A-21R-A266-07",35,"hnsc-tumor",0.853044092936778
"TCGA-MT-A51X-01A-11R-A266-07",29,"hnsc-tumor",0.644698421800241
"TCGA-MT-A67D-01A-31R-A30B-07",35,"hnsc-tumor",0.688246647561539
"TCGA-MT-A67F-01A-11R-A30B-07",31,"hnsc-tumor",0.982914737568449
"TCGA-MU-A51Y-01A-11R-A26T-07",17,"cesc-tumor",0.123523163878299
"TCGA-MU-A5YI-01A-11R-A32P-07",5,"cesc-tumor",0.0869039526498535
"TCGA-MU-A8JM-01A-11R-A36F-07",29,"cesc-tumor",0.703313572170158
"TCGA-MV-A51V-01A-11R-A26T-07",11,"blca-tumor",0.0364952165784413
"TCGA-MW-A4EC-01A-11R-A266-07",17,"kirc-tumor",1.19139377632119
"TCGA-MX-A5UG-01A-21R-A31P-31",-27,"stad-tumor",-0.470969945352333
"TCGA-MX-A5UJ-01A-11R-A31P-31",7,"stad-tumor",0.00292384075732051
"TCGA-MX-A663-01A-11R-A31P-31",17,"stad-tumor",-0.0771539857796276
"TCGA-MX-A666-01A-11R-A31P-31",7,"stad-tumor",0.219597763950246
"TCGA-MY-A5BD-01A-11R-A26T-07",25,"cesc-tumor",0.515815189676341
